neuron,target,acc,beta0,beta1
54,context,0.30344827586206896,-0.5352129090918025,0.041027395465577626
54,water,0.6,-0.7006043401790887,0.05912789292954826
54,lick_or_not,0.6,-0.6622348179374397,0.05836985102791736
55,context,0.18620689655172412,-0.028779186220789232,0.0033522024147874425
55,water,0.496551724137931,0.09612639544660649,-0.010501743122543442
55,lick_or_not,0.5379310344827586,0.13184280403716547,-0.011280661974847514
56,context,0.303448275862069,-0.22805880244595356,0.014378617965313752
56,water,0.48275862068965514,-0.06050690003731199,0.0031460408358375195
56,lick_or_not,0.46896551724137925,-0.009781621931381159,0.0015875385505344844
57,context,0.2827586206896552,-0.35061498336296487,0.09436399866019694
57,water,0.5793103448275861,-0.4170483368020473,0.10272509467072571
57,lick_or_not,0.5586206896551724,-0.3693410020200072,0.09765303299198318
58,context,0.20689655172413796,-0.14205389970962204,0.03145814432396183
58,water,0.5379310344827587,-0.2131540008701641,0.041499385985537596
58,lick_or_not,0.5448275862068966,-0.17141207562647526,0.038502339777839616
59,context,0.26206896551724135,-0.5538291733926815,0.04544935268849106
59,water,0.6275862068965516,-0.4220010994964122,0.03988098091552885
59,lick_or_not,0.6068965517241379,-0.38232611552853496,0.038713211622561056
60,context,0.29655172413793107,-0.04121254181265183,0.0017264980890015077
60,water,0.46206896551724136,-0.051893996687255875,0.001270088213583066
60,lick_or_not,0.48275862068965514,-0.01104498148997054,0.0008280408200652807
61,context,0.2482758620689655,-0.1431822873515514,0.015286980860994077
61,water,0.6,-0.3931448464741374,0.037423647882233284
61,lick_or_not,0.5931034482758621,-0.3505637197662729,0.03588658687733359
62,context,0.24137931034482757,-0.39297508405062753,0.011416009045749756
62,water,0.5241379310344827,-0.19710300353662757,0.005786936649596749
62,lick_or_not,0.47586206896551725,-0.13377313506170496,0.004658090660358774
63,context,0.23448275862068968,-0.2183248259734226,0.021942126370456647
63,water,0.5448275862068966,0.1154099165952104,-0.012204535975628344
63,lick_or_not,0.5310344827586208,0.08225348569598527,-0.006441762281487625
64,context,0.4137931034482758,0.7606963873366039,-0.12414819637899428
64,water,0.6413793103448275,0.5488346527267279,-0.0655003391769927
64,lick_or_not,0.6413793103448275,0.5919887192811384,-0.06735995542938346
65,context,0.20689655172413796,0.0010097779398145674,-0.00010523328719039978
65,water,0.5241379310344827,-0.18778398192741802,0.009323576598721081
65,lick_or_not,0.5172413793103449,-0.14012012847015842,0.008245688005355124
66,context,0.18620689655172415,-0.16537794613304396,0.014078257354924097
66,water,0.5241379310344827,-0.2588192523652412,0.022481163256876276
66,lick_or_not,0.5241379310344827,-0.2457701067507681,0.023902399599155317
67,context,0.2827586206896552,0.10687600721970933,-0.006222124247863636
67,water,0.44827586206896547,0.028350655656861783,-0.0028189314396940015
67,lick_or_not,0.4344827586206897,0.03894089052690068,-0.0016814348928133403
68,context,0.29655172413793107,-0.38233434132472804,0.04821630582005235
68,water,0.7172413793103447,-0.5967121792270297,0.06200034263216982
68,lick_or_not,0.7103448275862069,-0.5640529845801913,0.06157231039053293
69,context,0.2551724137931034,-0.17043437350048674,0.026550598957151235
69,water,0.45517241379310347,0.04332266488229298,-0.007743293879264011
69,lick_or_not,0.48275862068965514,0.07870670607820247,-0.008802379192981845
70,context,0.2551724137931034,0.0389699594291064,-0.0012943179487679417
70,water,0.5517241379310345,-0.42965788512761816,0.023597133359668038
70,lick_or_not,0.5517241379310345,-0.4007937513725722,0.023568184119259244
71,context,0.3517241379310345,-0.3055067278944087,0.04118092680578436
71,water,0.4896551724137931,0.11663962961003288,-0.011218076300287249
71,lick_or_not,0.5379310344827586,0.1555999567848481,-0.012207141536133597
72,context,0.303448275862069,0.6403290579574704,-0.0532112622892625
72,water,0.5793103448275863,0.38844044798059807,-0.027467584787347038
72,lick_or_not,0.5793103448275863,0.4385068251049717,-0.028983029025898274
73,context,0.2827586206896552,-0.06413547286778569,0.01048039877146154
73,water,0.5862068965517242,0.25633290219377197,-0.02776279530849578
73,lick_or_not,0.6137931034482758,0.28829989223799474,-0.02815743408480959
74,context,0.2482758620689655,-0.15565386895390657,0.009498333957499437
74,water,0.5724137931034482,-0.2771274363859644,0.015957909522953756
74,lick_or_not,0.5793103448275863,-0.235933316570581,0.015119183135761216
75,context,0.2689655172413793,-0.28584995267097596,0.015284091033537752
75,water,0.6275862068965518,-0.5971013421763732,0.03081731703094388
75,lick_or_not,0.6275862068965516,-0.5849773781608022,0.0318635507730985
76,context,0.26206896551724135,-0.3700991802673621,0.06156220247490971
76,water,0.5793103448275863,-0.4719057956349423,0.08654618317405259
76,lick_or_not,0.5310344827586206,-0.44150175329010805,0.08623653760769509
77,context,0.20689655172413796,-0.1706306247768483,0.017223126284388143
77,water,0.5310344827586206,-0.21502526846717468,0.018949885337700412
77,lick_or_not,0.496551724137931,-0.19653694849090605,0.01993741505028625
78,context,0.2827586206896552,-0.35374889569668144,0.02866234908000998
78,water,0.5655172413793104,-0.2266266161644097,0.017318608328219576
78,lick_or_not,0.5724137931034482,-0.18786891692688476,0.016371263046557522
79,context,0.2689655172413793,0.37315626193370105,-0.027542602836803542
79,water,0.6620689655172413,0.8689297968692907,-0.07023896372577403
79,lick_or_not,0.6482758620689655,0.8861904258345795,-0.06875131204536486
80,context,0.32413793103448274,0.6505337748200828,-0.047295298640337116
80,water,0.5793103448275863,0.20683049001605164,-0.01167289440708952
80,lick_or_not,0.5931034482758621,0.25467850894904337,-0.01274202265083634
81,context,0.3448275862068965,-0.5012636313505613,0.058722556941737454
81,water,0.6,-0.23124793819183154,0.02114735888676221
81,lick_or_not,0.5379310344827586,-0.18587085959292415,0.019410961739332426
82,context,0.37241379310344824,-1.0239259302185277,0.02937166571086412
82,water,0.6137931034482759,-0.48025671317222474,0.015003184124413795
82,lick_or_not,0.6,-0.43809116429044725,0.01455565958678903
83,context,0.19310344827586207,-0.3175769405699991,0.04139445308063615
83,water,0.5586206896551724,-0.40104382784318293,0.05770427074015118
83,lick_or_not,0.5586206896551724,-0.42676431842294904,0.06689611626475438
84,context,0.3310344827586207,-0.08768103436930094,0.028487320004481863
84,water,0.4896551724137931,0.26902847630097454,-0.033898971093996914
84,lick_or_not,0.5448275862068965,0.3107464144909405,-0.03560716855198347
85,context,0.3448275862068965,0.009593821797601517,0.005847481999186784
85,water,0.6137931034482759,-0.517089674631677,0.04572897261552423
85,lick_or_not,0.6137931034482758,-0.4808943373551596,0.04504151048182568
86,context,0.3310344827586207,-0.30936182387886657,0.040829068193309746
86,water,0.5862068965517242,-0.28532295854411904,0.03487523420107516
86,lick_or_not,0.593103448275862,-0.2555891799213553,0.034648353154578884
87,context,0.303448275862069,0.11807322920921842,-0.004315410465257018
87,water,0.5379310344827586,-0.11018152461663869,0.0055941709107032046
87,lick_or_not,0.496551724137931,-0.062436751065356406,0.0044245989239282205
88,context,0.26206896551724135,0.23668215333338324,-0.01891130663684489
88,water,0.5172413793103449,0.11361632919187843,-0.008065070178660472
88,lick_or_not,0.503448275862069,0.15024916563022314,-0.008634538889533612
89,context,0.2689655172413793,0.8805263385398587,-0.05531500458187085
89,water,0.7586206896551724,1.4881248616952272,-0.08238824492737232
89,lick_or_not,0.7655172413793102,1.5334427020724477,-0.08271647546147505
90,context,0.25517241379310346,0.13167777630346694,-0.009727446602199527
90,water,0.503448275862069,-0.09246295558253449,0.005535954566732303
90,lick_or_not,0.5655172413793104,-0.05383213592880527,0.00475783594757113
91,context,0.2482758620689655,-0.21919740001964955,0.023568065112791976
91,water,0.5379310344827586,0.1589554452807437,-0.015658415211038213
91,lick_or_not,0.5586206896551724,0.20420612366085653,-0.01726442234735328
92,context,0.29655172413793107,-0.23582975669300835,0.02348585975756613
92,water,0.5862068965517241,-0.28693643747404995,0.027907695477552088
92,lick_or_not,0.6,-0.2422620893105211,0.02615893131556775
93,context,0.2206896551724138,0.10964303461606667,-0.005287966198754561
93,water,0.5724137931034482,0.24224836907538866,-0.01197732470893477
93,lick_or_not,0.5586206896551724,0.22433657334361107,-0.009733838301000266
94,context,0.2482758620689655,-0.29169651420438386,0.03563138332105605
94,water,0.6137931034482758,-0.6274510109876538,0.0740923699978322
94,lick_or_not,0.5793103448275863,-0.5762664849493506,0.07111665000998799
95,context,0.21379310344827585,-0.09008875174212619,0.016228270542449148
95,water,0.5172413793103449,-0.2517084618559322,0.03922206420628566
95,lick_or_not,0.5172413793103449,-0.23692364500238725,0.04187411584603037
96,context,0.22758620689655173,-0.08950705550307603,0.011074667131589772
96,water,0.5172413793103449,0.04449815551101959,-0.006567089405057633
96,lick_or_not,0.5034482758620691,0.06792888382819288,-0.006093146859851978
97,context,0.24137931034482757,0.19450499597959828,-0.01362665198006583
97,water,0.48275862068965514,0.07777188245974581,-0.005373914261887885
97,lick_or_not,0.5034482758620691,0.11535164809595252,-0.00596028727621547
98,context,0.23448275862068968,-0.029517485714873108,0.0026829455290840014
98,water,0.47586206896551725,-0.12803893275872494,0.006111447454419857
98,lick_or_not,0.46896551724137936,-0.08841043942457766,0.005469272672709208
99,context,0.23448275862068962,-0.19960426395481093,0.012661735966256615
99,water,0.46206896551724136,-0.04713269793263558,0.0022531039613015815
99,lick_or_not,0.47586206896551725,-0.04581607364783644,0.004037842913870729
100,context,0.1931034482758621,-0.10843802535178668,0.011174868323007006
100,water,0.5724137931034482,-0.17798681871923092,0.014009739636650248
100,lick_or_not,0.5586206896551724,-0.14737777134525737,0.013772568989221141
101,context,0.2206896551724138,0.16168797487023168,-0.016735372382081372
101,water,0.6,0.25624055919436023,-0.027453338031486856
101,lick_or_not,0.5862068965517241,0.30147428678421223,-0.029230010518484995
102,context,0.2827586206896552,0.19365761896633502,-0.013360182043375432
102,water,0.46896551724137936,-0.07176120000923705,0.003142769490052641
102,lick_or_not,0.4206896551724138,-0.03629694843944731,0.0027156051270711113
103,context,0.2827586206896552,-0.2124096353035751,0.03172963985330756
103,water,0.45517241379310347,-0.05492507067123347,0.004811190062874981
103,lick_or_not,0.4275862068965518,-0.019777260651529256,0.003927372911334105
104,context,0.2689655172413793,-0.36380677994698896,0.03935750531006413
104,water,0.5172413793103448,-0.08208417434206096,0.006204766292603831
104,lick_or_not,0.4896551724137931,-0.04633997275844653,0.005461325836206617
105,context,0.2827586206896552,-0.15200825083086839,0.012594931768608503
105,water,0.5862068965517242,-0.37186855934475715,0.02930228465210386
105,lick_or_not,0.5862068965517242,-0.32983657328243576,0.02812321741589783
106,context,0.24137931034482757,0.12861855668099031,-0.018865454124005025
106,water,0.5448275862068966,0.12320042726215558,-0.019374105282397462
106,lick_or_not,0.5517241379310345,0.1537378069633085,-0.019760273973328902
107,context,0.3172413793103448,0.28970167973913935,-0.02233774024662708
107,water,0.5517241379310345,0.20647568396182328,-0.018300094519959058
107,lick_or_not,0.5586206896551724,0.24629088513692743,-0.019332637119259134
108,context,0.29655172413793107,-0.3692264450110066,0.016099594721389717
108,water,0.6068965517241379,-0.6315886013104027,0.026936233619017015
108,lick_or_not,0.5931034482758621,-0.5651765011428931,0.02526301906118943
109,context,0.3655172413793104,1.0662047578161906,-0.13560522668925776
109,water,0.6068965517241379,0.6232199638595788,-0.057699337079848034
109,lick_or_not,0.5931034482758621,0.683533505458831,-0.060788802954947915
110,context,0.2827586206896552,0.11263809548220668,-0.010151486912415415
110,water,0.5310344827586208,0.29139353127250106,-0.045775424933379105
110,lick_or_not,0.5379310344827586,0.3373072725993373,-0.04893173340778846
111,context,0.1931034482758621,-0.05444833499970275,0.007171032203839702
111,water,0.496551724137931,-0.048183943063509496,0.0033809532306557986
111,lick_or_not,0.4413793103448276,-0.017485956790570516,0.0030732437922420244
112,context,0.296551724137931,0.4509355401471757,-0.034139588778193904
112,water,0.5517241379310345,0.3157305885201623,-0.01985679434291029
112,lick_or_not,0.5517241379310345,0.35846766279064296,-0.020761364425833092
113,context,0.25517241379310346,0.3243367425985318,-0.02292367965099414
113,water,0.45517241379310347,0.0780333956557237,-0.005732014830240537
113,lick_or_not,0.48275862068965514,0.11929268107588796,-0.006583439391767659
114,context,0.2482758620689655,0.221918399839451,-0.018753124104866733
114,water,0.6137931034482758,0.4439626923430858,-0.03779064658861031
114,lick_or_not,0.6,0.44769866836727984,-0.03553046902328349
115,context,0.19310344827586207,0.024766916072203233,-0.00494977261832993
115,water,0.4413793103448276,0.09084360923076734,-0.018130505142679363
115,lick_or_not,0.45517241379310347,0.11622640130846072,-0.017694270992632724
116,context,0.20689655172413796,0.07263578953765341,-0.013867600447950525
116,water,0.5448275862068966,-0.04499085011161906,0.005102366164891369
116,lick_or_not,0.5103448275862069,-0.02078405422951896,0.005660312411112572
117,context,0.2689655172413793,-0.05007224888338504,0.005119264294259113
117,water,0.5655172413793104,-0.3581754122122455,0.031491307825747425
117,lick_or_not,0.5655172413793104,-0.30118948786444827,0.02879585604392027
118,context,0.2206896551724138,-0.025024803051240087,0.0019145182349095825
118,water,0.3655172413793103,-0.019012418192336997,0.00037906388223759934
118,lick_or_not,0.3724137931034483,0.03474498969413197,-0.0015217354454106
119,context,0.2206896551724138,0.09295430226669898,-0.007144941491670324
119,water,0.4344827586206897,0.0820217717509351,-0.0072782293399277645
119,lick_or_not,0.48275862068965525,0.12235699213837693,-0.008250877222849473
120,context,0.17241379310344826,0.3490557758834578,-0.05193904486819697
120,water,0.3793103448275862,0.005079177899610881,-0.002273426963879096
120,lick_or_not,0.4,0.037111034491150566,-0.0028100574913735984
121,context,0.32413793103448274,0.2666465980821396,-0.009766555950831915
121,water,0.5379310344827586,0.3036798770184908,-0.013564709024716737
121,lick_or_not,0.5241379310344827,0.27022647304095354,-0.010875844889579909
122,context,0.2896551724137931,-0.31167823097434166,0.08492448090410762
122,water,0.5793103448275863,0.1483566570364944,-0.03199747320745868
122,lick_or_not,0.5517241379310345,0.16588724099124993,-0.029886525755632123
123,context,0.27586206896551724,0.11111248391937685,-0.00524477204311562
123,water,0.5310344827586206,-0.21538595654340228,0.009891132332049638
123,lick_or_not,0.5103448275862069,-0.18936304762232337,0.009981647120647665
124,context,0.2896551724137931,0.49401003417637385,-0.07669137214615339
124,water,0.6,0.3791605450683943,-0.0517260935331701
124,lick_or_not,0.6137931034482758,0.41741913002376313,-0.05306561528142797
125,context,0.1793103448275862,0.2469233099208125,-0.027324805906279254
125,water,0.5655172413793104,0.21722896079690698,-0.022731396353651175
125,lick_or_not,0.5517241379310345,0.26070534552049357,-0.02429312682451605
126,context,0.23448275862068968,0.24182893172712314,-0.020155768814757728
126,water,0.5448275862068965,0.38913992683624204,-0.03193399581680397
126,lick_or_not,0.5586206896551723,0.4164361729413838,-0.03179139639037786
127,context,0.1793103448275862,-0.08624911641929298,0.008096489642329811
127,water,0.45517241379310336,0.16460956228872525,-0.016729593674194358
127,lick_or_not,0.44827586206896547,0.2094793839002095,-0.018344217219592746
128,context,0.2689655172413793,-0.11987484618309707,0.008866301683782067
128,water,0.5241379310344827,-0.22987802942556854,0.015142923854477323
128,lick_or_not,0.5517241379310345,-0.18963578565339975,0.014259747672716618
129,context,0.20689655172413796,-0.008580974665729869,0.0013173091722074965
129,water,0.5586206896551724,-0.362888552860882,0.027758666784371694
129,lick_or_not,0.5586206896551724,-0.3227815977674419,0.026790875935743065
130,context,0.27586206896551724,-0.28515008911718237,0.05761833511355412
130,water,0.5862068965517242,-0.4122027538803643,0.06126534128515304
130,lick_or_not,0.613793103448276,-0.3675459813690342,0.05863175607419173
131,context,0.33793103448275863,-0.5337951634820262,0.06920096343027611
131,water,0.496551724137931,-0.2695928656530559,0.03452847267230872
131,lick_or_not,0.503448275862069,-0.2394085174845596,0.03426905110262136
132,context,0.27586206896551724,-0.3633569275905457,0.07727700666633362
132,water,0.675862068965517,-0.5891323678837501,0.12321500140362472
132,lick_or_not,0.6620689655172414,-0.530876765370591,0.11657611306329764
133,context,0.31034482758620696,-0.21310257740513838,0.016386693148623396
133,water,0.5448275862068965,-0.18388092462867503,0.010745421059794258
133,lick_or_not,0.5241379310344828,-0.12887784145951797,0.009010869646549496
134,context,0.17241379310344826,-0.11163369803595828,0.02036372512296726
134,water,0.45517241379310347,-0.00335833840751334,-0.0017914198046717425
134,lick_or_not,0.45517241379310347,0.03022574420839776,-0.0028193384407591833
135,context,0.25517241379310346,0.4762428882955496,-0.06291199758676973
135,water,0.5379310344827586,0.49837567648337155,-0.055952397822990656
135,lick_or_not,0.5586206896551724,0.548783198794191,-0.058610602121313755
136,context,0.2827586206896552,-0.28157030849525216,0.019308619256930684
136,water,0.593103448275862,-0.613343152091331,0.04052682043350459
136,lick_or_not,0.6206896551724138,-0.595349245975446,0.041443222777714346
137,context,0.23448275862068968,0.23671097421438697,-0.03559059382604667
137,water,0.5241379310344827,-0.10133139675966288,0.011070981116677498
137,lick_or_not,0.503448275862069,-0.07002971346610797,0.010606732780258612
138,context,0.19310344827586207,0.027827768788903348,-0.0037020051186212946
138,water,0.496551724137931,0.1651736643458401,-0.022235414190807642
