neuron,target,acc,beta0,beta1
138,lick_or_not,0.5310344827586206,0.21535498954767948,-0.025037232440800698
139,context,0.19999999999999998,-0.14933291317113434,0.039401329163410166
139,water,0.46896551724137936,-0.0043554643193749075,-0.002154276518622449
139,lick_or_not,0.45517241379310347,0.032771104254865464,-0.004332602110409246
140,context,0.2827586206896552,-0.17097159395545103,0.026807883697140027
140,water,0.5586206896551724,0.34455405702126507,-0.04062362170553406
140,lick_or_not,0.5793103448275861,0.3866093226279557,-0.042239044169565365
141,context,0.23448275862068962,-0.2754243634931892,0.04105535029975175
141,water,0.5655172413793104,-0.5524330551838946,0.08219141379686523
141,lick_or_not,0.5724137931034482,-0.44988442462077644,0.07006932783109603
142,context,0.2896551724137931,-0.1984692901473579,0.01496730274940721
142,water,0.5379310344827586,-0.13412532879209735,0.009059166355204117
142,lick_or_not,0.5724137931034483,-0.08763406644712507,0.00763202187623219
143,context,0.26206896551724135,0.24988208853806615,-0.05435950167338899
143,water,0.5586206896551724,-0.2806790355879042,0.0501747870289923
143,lick_or_not,0.5310344827586208,-0.24927647293270302,0.04953646204215742
144,context,0.21379310344827585,0.13932392188332715,-0.0056580903545808995
144,water,0.44827586206896547,-0.004310028678445786,-0.000355943531760861
144,lick_or_not,0.45517241379310347,0.008573637169040926,0.00019585399880046558
145,context,0.25517241379310346,-0.4347375240459895,0.07975848937481948
145,water,0.5793103448275863,-0.19904128370794674,0.03162203555609227
145,lick_or_not,0.5862068965517242,-0.1751489133247474,0.032313403609878985
146,context,0.17241379310344826,-0.10195061929293728,0.011569563642715799
146,water,0.46896551724137936,-0.09434617188967409,0.010290625922219696
146,lick_or_not,0.4275862068965518,-0.06256381374059164,0.009758506236633033
147,context,0.2137931034482759,-0.060323603846665776,0.011339233078226152
147,water,0.48275862068965514,0.18406507528225588,-0.032663493663685685
147,lick_or_not,0.44827586206896547,0.20959217562344146,-0.03226680174871542
148,context,0.31724137931034485,0.34084496484434645,-0.021868844876096336
148,water,0.5862068965517241,-0.5007720193081181,0.034217755638594846
148,lick_or_not,0.5724137931034482,-0.4370105367392529,0.03166979331854238
149,context,0.2482758620689655,-0.28326063300987775,0.058173918482382195
149,water,0.6413793103448275,-0.9708518439617606,0.1552712909771691
149,lick_or_not,0.6344827586206897,-0.9522164828489398,0.15791689585562194
150,context,0.3103448275862069,0.8473900680499165,-0.06922686594532597
150,water,0.6275862068965518,0.9059366325503982,-0.06460332459342569
150,lick_or_not,0.6137931034482758,0.902825372668606,-0.06218313057374205
151,context,0.32413793103448274,0.1606406937286088,-0.006263044908366019
151,water,0.6482758620689655,0.6704841885556782,-0.06732619524847562
151,lick_or_not,0.6413793103448275,0.7352533449991904,-0.07121118320680225
152,context,0.17241379310344826,0.16438998741983363,-0.02742911067519305
152,water,0.5241379310344827,0.05888483203696688,-0.010905413995087522
152,lick_or_not,0.47586206896551725,0.09858216427546083,-0.012731572689553291
153,context,0.2896551724137931,0.19996997168136788,-0.01517795059948378
153,water,0.5241379310344827,-0.22377704645814414,0.016051965284497937
153,lick_or_not,0.496551724137931,-0.16305871687828397,0.013520240314175501
154,context,0.14482758620689656,0.11957390264804067,-0.025201615132744472
154,water,0.46896551724137936,-0.12053330633224574,0.02064953825926459
154,lick_or_not,0.4413793103448276,-0.09488622386749362,0.021061998543036822
155,context,0.27586206896551724,1.2031529264801981,-0.07200161643837731
155,water,0.5862068965517242,0.42414042275810243,-0.019038538875241873
155,lick_or_not,0.5793103448275861,0.4339052327307476,-0.018208736405703103
156,context,0.23448275862068962,0.6378610962863476,-0.10902387870135886
156,water,0.5655172413793104,0.33244895079945774,-0.0505973924083061
156,lick_or_not,0.5931034482758621,0.32847927778360964,-0.045818897500949
157,context,0.2,-0.16250679148558925,0.035548756320395225
157,water,0.5655172413793104,-0.38753784549535497,0.08370245001501503
157,lick_or_not,0.5586206896551724,-0.350825561250777,0.08170864042680394
158,context,0.3310344827586207,0.42138517710162826,-0.03764872308288112
158,water,0.5448275862068966,0.31317161102565133,-0.02516235589634447
158,lick_or_not,0.5724137931034483,0.3600762026214477,-0.02663902409805499
159,context,0.29655172413793107,0.10434740241162598,-0.00889237337991336
159,water,0.6275862068965518,0.54386745181911,-0.08558419897416307
159,lick_or_not,0.6344827586206897,0.6023157537173016,-0.09087958236754612
160,context,0.23448275862068968,-0.13119223349157325,0.008853595612630244
160,water,0.5241379310344827,-0.16146912465893085,0.00730758565369061
160,lick_or_not,0.5172413793103449,-0.13816377224788537,0.0075289743877392495
161,context,0.31724137931034485,0.1433528650315443,-0.0033713656180270153
161,water,0.5793103448275863,0.5362056499929869,-0.021713277687702866
161,lick_or_not,0.6,0.5851469716530858,-0.022555318723763165
162,context,0.30344827586206896,-0.10773850996740181,0.01478894906833292
162,water,0.6551724137931034,-0.7321259286855198,0.05647176259014081
162,lick_or_not,0.6551724137931034,-0.736211048076112,0.05986729053149548
163,context,0.23448275862068968,0.3607782896168842,-0.057950985846819444
163,water,0.5655172413793104,0.3844786259502594,-0.05740852298323243
163,lick_or_not,0.5448275862068965,0.3938700744540311,-0.054456190783003636
164,context,0.14482758620689656,-0.027676667060763025,0.0022912325415610267
164,water,0.46896551724137936,-0.10845653471703598,0.009960232124922376
164,lick_or_not,0.496551724137931,-0.08047965252496157,0.00992447118422044
165,context,0.2689655172413793,0.5122575177510659,-0.09147852596600904
165,water,0.5517241379310345,0.2539328601713202,-0.03663348256027169
165,lick_or_not,0.5655172413793104,0.30291543156373846,-0.039696781435675337
166,context,0.31034482758620696,-0.03788793127056126,0.0037644242726820663
166,water,0.46206896551724147,0.10377905130344198,-0.0074715075297599985
166,lick_or_not,0.496551724137931,0.1509433209259291,-0.00871446656021392
167,context,0.2482758620689655,0.2427904865863392,-0.014490405729494343
167,water,0.5655172413793104,0.31495620895863163,-0.01773060189952694
167,lick_or_not,0.5655172413793104,0.35865662698288514,-0.018596305703500897
168,context,0.23448275862068968,0.23009122485181402,-0.004473087286180006
168,water,0.5655172413793104,0.5663043070625191,-0.011366574249566946
168,lick_or_not,0.5655172413793104,0.5007621777375064,-0.00950219177985428
169,context,0.3586206896551724,-1.1659185774305076,0.038378232026450354
169,water,0.7379310344827585,-2.7340369163143072,0.08635169871202755
169,lick_or_not,0.7310344827586206,-2.6074676580285123,0.08340637869237384
170,context,0.4206896551724138,0.8883031505207045,-0.09295181912734296
170,water,0.710344827586207,0.902422099738115,-0.07646340842558207
170,lick_or_not,0.7172413793103448,0.9535908770642483,-0.0782852506585236
171,context,0.18620689655172415,0.20424365490626623,-0.03382887101218439
171,water,0.47586206896551725,-0.09250038113714057,0.012091365863579773
171,lick_or_not,0.4344827586206897,-0.042980218409241086,0.008718735656428302
172,context,0.21379310344827585,0.22537323436097662,-0.029970394678983665
172,water,0.4344827586206897,-0.09035704570047788,0.009184004849499881
172,lick_or_not,0.4275862068965518,-0.055378143412852146,0.008299303182104652
173,context,0.26206896551724135,0.24019504132208272,-0.028004695269913213
173,water,0.5931034482758621,0.3610898155486868,-0.041273380057759886
173,lick_or_not,0.5586206896551724,0.3512279190699882,-0.036981500016669874
174,context,0.24137931034482757,0.3221688354619808,-0.035548923022894925
174,water,0.6068965517241379,-0.21146958911241165,0.02038960398061941
174,lick_or_not,0.5655172413793104,-0.1774312580700834,0.01974122324709818
175,context,0.2689655172413793,-0.44615489582578866,0.04418633461038554
175,water,0.5448275862068965,-0.3101256646150066,0.033131228113687704
175,lick_or_not,0.5310344827586206,-0.2568915396905939,0.030244752987567843
176,context,0.27586206896551724,-0.19166551557358924,0.009838826914037493
176,water,0.5103448275862069,-0.0706650179190789,0.003120272302182997
176,lick_or_not,0.48965517241379314,-0.036531835150828314,0.0027606026070466096
177,context,0.20689655172413796,0.07460025209806695,-0.0045492242519624545
177,water,0.46206896551724136,-0.06570986136586746,0.0032654984418855684
177,lick_or_not,0.4275862068965518,-0.020375904503145185,0.0021488892010163903
178,context,0.2689655172413793,-0.3605981881154941,0.05675070896096774
178,water,0.5310344827586206,-0.2665311058144491,0.04112016327591981
178,lick_or_not,0.5103448275862068,-0.22443253152928,0.038751326607807106
179,context,0.24137931034482757,-0.28757191927033676,0.01495622003458296
179,water,0.5517241379310345,-0.07694592471215982,0.003104772585985845
179,lick_or_not,0.48275862068965525,-0.03314029334048188,0.002306948046737582
180,context,0.24137931034482757,0.02994783021215544,-0.003915315189932439
180,water,0.5172413793103449,0.06803652243901362,-0.00996984266422374
180,lick_or_not,0.503448275862069,0.10109500224809763,-0.010641314021965791
181,context,0.22758620689655173,0.1857740662196081,-0.021636938413868545
181,water,0.4344827586206897,-0.016738670152852478,0.00031670440366157965
181,lick_or_not,0.46896551724137936,-0.029784818138140823,0.004687530934953732
182,context,0.2137931034482759,-0.04624034262785816,0.009012851770994146
182,water,0.5448275862068965,0.06395197186970324,-0.0150166907694242
182,lick_or_not,0.5379310344827586,0.11153345748021001,-0.018877606807931657
183,context,0.27586206896551724,0.3227509222520316,-0.057846149121594206
183,water,0.5379310344827587,0.16024533270627417,-0.026528049092651627
183,lick_or_not,0.5586206896551723,0.19274070427618872,-0.027251212969251128
184,context,0.26206896551724135,-0.22079293709614375,0.022746951812027495
184,water,0.5655172413793104,-0.2949970928260837,0.03281172877538885
184,lick_or_not,0.5379310344827586,-0.2553895638188953,0.031366658400277574
185,context,0.32413793103448274,-0.4449049041448424,0.09156454194727885
185,water,0.6827586206896552,-0.8332104735440872,0.1207823976626656
185,lick_or_not,0.689655172413793,-0.828304743069275,0.12589430531822007
186,context,0.25517241379310346,0.11007882153907245,-0.006035615686762811
186,water,0.6068965517241379,-0.523884869384845,0.04462018608918582
186,lick_or_not,0.5999999999999999,-0.4860042082122537,0.04380810057143846
187,context,0.16551724137931034,0.1685418865357567,-0.01397070994593206
187,water,0.4896551724137931,0.10342593459440674,-0.008481542395675805
187,lick_or_not,0.5172413793103449,0.14568476354712126,-0.009544500883433974
188,context,0.19310344827586207,-0.043475392577329526,0.004595268116663641
188,water,0.48275862068965514,0.02647027132733476,-0.004529861934527815
188,lick_or_not,0.48275862068965514,0.06133462726527375,-0.005354810989159749
189,context,0.15172413793103448,-0.11454017641360802,0.013198272406885316
189,water,0.5241379310344827,-0.1818183391182798,0.01995276972665913
189,lick_or_not,0.496551724137931,-0.1516359590068395,0.019674631161959086
190,context,0.2482758620689655,0.41589858452037465,-0.05787361473551926
190,water,0.5724137931034483,0.5356505810810905,-0.07220517928475237
190,lick_or_not,0.6,0.5895983934180512,-0.07574005601827187
191,context,0.23448275862068968,0.1885542499499253,-0.0409116744754755
191,water,0.4482758620689656,-0.0396490385421269,0.0049624205491035234
191,lick_or_not,0.47586206896551725,-0.01448639978507874,0.005430016027918501
192,context,0.19310344827586207,0.25212937560430426,-0.03900866910995319
192,water,0.4413793103448276,0.08269360375929116,-0.01369159174638838
192,lick_or_not,0.46896551724137936,0.10556011269917126,-0.013011225572958135
193,context,0.15862068965517243,0.02710140961524372,-0.005285592353822276
193,water,0.4275862068965518,-0.023805623836774772,0.001601202606120832
193,lick_or_not,0.4275862068965517,0.013569879589376013,3.5738936356799574e-05
194,context,0.3517241379310345,0.7342095830817077,-0.11057320581037834
194,water,0.6275862068965516,1.018122756168765,-0.140212357348013
194,lick_or_not,0.6344827586206896,1.064571382628178,-0.1425701096714553
195,context,0.2827586206896552,0.5914684034184325,-0.09147102236229535
195,water,0.6482758620689655,0.9258084562887747,-0.13321789695122363
195,lick_or_not,0.6620689655172414,1.005212506971524,-0.1406802027945223
196,context,0.24137931034482757,-0.14150909234268697,0.015627133098929463
196,water,0.46206896551724136,0.05509778675256491,-0.007638017291085337
196,lick_or_not,0.48965517241379314,0.10238735376397769,-0.009829042070961457
197,context,0.37241379310344824,-0.9974067954532406,0.06449949613001638
197,water,0.6275862068965518,-0.4750833134345876,0.03375347980490349
197,lick_or_not,0.6344827586206897,-0.4161488069038095,0.03144169102633504
198,context,0.2827586206896552,0.2657103730137252,-0.023822695881728573
198,water,0.5448275862068965,-0.30867621224108444,0.026728339996680825
198,lick_or_not,0.5379310344827587,-0.2817699455072966,0.026834268884574127
199,context,0.2896551724137931,0.06913249262445931,-0.005177699767127554
199,water,0.6482758620689655,0.3772149580915028,-0.039632138480816405
199,lick_or_not,0.6551724137931034,0.42156982127387005,-0.04130220199051085
200,context,0.25517241379310346,0.46301468053125117,-0.08932495556075715
200,water,0.5931034482758621,0.7909834338680188,-0.14849209651471115
200,lick_or_not,0.5862068965517241,0.831326486350633,-0.1506342151776392
201,context,0.22758620689655168,0.17902402605779455,-0.02003459378981389
201,water,0.5103448275862068,0.1731537629964665,-0.01884633354744027
201,lick_or_not,0.49655172413793097,0.11955114977149954,-0.01053298739340355
202,context,0.23448275862068968,-0.009070405559211278,0.005165028186812925
202,water,0.5379310344827586,-0.47379143285510034,0.08672092435266791
202,lick_or_not,0.5241379310344827,-0.42116995626940984,0.08192110622799732
203,context,0.3172413793103448,-0.3591493975880741,0.035996122937322385
203,water,0.5172413793103449,-0.1397380143677253,0.011815758691815764
203,lick_or_not,0.48965517241379314,-0.10676078766715391,0.011314031707502082
204,context,0.4275862068965517,-1.909729408750787,0.09854026949839266
204,water,0.7448275862068966,-1.652702347066025,0.10869148732063891
204,lick_or_not,0.7310344827586206,-1.5836302024012363,0.10644261523546698
205,context,0.21379310344827585,0.10339427627900774,-0.01497265271717819
205,water,0.496551724137931,-0.03491670780144664,0.0028432028418133534
205,lick_or_not,0.496551724137931,0.004788287127754318,0.0012120987070552717
206,context,0.33793103448275863,-0.34579823086866035,0.05833665490619425
206,water,0.5655172413793104,0.14398945652078934,-0.019651269997292428
206,lick_or_not,0.5586206896551724,0.16769267334024324,-0.0190992853626341
207,context,0.26206896551724135,-0.14282502762053648,0.016973951190163566
207,water,0.5586206896551724,-0.1596206091246779,0.018760085446866498
207,lick_or_not,0.5586206896551724,-0.12418377511009869,0.017694725657951455
208,context,0.20689655172413796,0.31670290229861875,-0.059164613196404564
208,water,0.5310344827586206,0.140410353172572,-0.0222960467513765
208,lick_or_not,0.5310344827586208,0.17412927579029278,-0.02316896618718482
209,context,0.29655172413793107,0.42336801879011254,-0.032281087939802784
209,water,0.5103448275862069,-0.09223854849107543,0.004861927152926399
209,lick_or_not,0.49655172413793097,-0.0810731979323184,0.0058939669706324265
210,context,0.21379310344827585,0.1558236433911727,-0.008908870614851397
210,water,0.4482758620689656,-0.006165478036654392,-0.00039022521960198646
210,lick_or_not,0.46206896551724136,0.03300210592692002,-0.0009826092210439843
211,context,0.18620689655172412,-0.08660894498694535,0.0056195853167960545
211,water,0.47586206896551725,-0.004580947640223261,-0.0006106142983557613
211,lick_or_not,0.4551724137931036,0.03545599067140759,-0.0014354217376256451
212,context,0.27586206896551724,-0.6951547693288397,0.08448623990253677
212,water,0.5793103448275863,-0.33764203731727155,0.04295391716640412
212,lick_or_not,0.5724137931034483,-0.3103494449288492,0.043065412046337966
213,context,0.2482758620689655,-0.43593162259843476,0.05725625063453404
213,water,0.5793103448275863,-0.6358578175894187,0.0849192148662319
213,lick_or_not,0.5655172413793104,-0.5787663290150165,0.0805757282647766
214,context,0.29655172413793107,-0.41559941208309,0.051015576144831036
214,water,0.5931034482758621,-0.18888852484059987,0.021723047554049236
214,lick_or_not,0.5862068965517241,-0.15547904400288995,0.0210187474507269
215,context,0.33103448275862074,-0.5931399792360438,0.05483326618515905
215,water,0.5310344827586206,-0.25356266066326066,0.024309069428930213
215,lick_or_not,0.5103448275862068,-0.21948505728042625,0.02367700762083134
216,context,0.2827586206896552,-0.12034244928725851,0.01971278253615011
216,water,0.48275862068965514,-0.03321153149587271,0.0024043108897386384
216,lick_or_not,0.48965517241379314,0.014281181871831253,-6.039989330809327e-05
217,context,0.19310344827586207,-0.10825895148403422,0.009487040869976069
217,water,0.46896551724137925,-0.0013758523013610734,-0.0010194817283792842
217,lick_or_not,0.5103448275862069,0.046086739809001874,-0.0026479999164232436
218,context,0.23448275862068968,-0.029840566630248203,0.007115458035025851
218,water,0.5448275862068966,-0.319791770450651,0.034704982333365636
218,lick_or_not,0.5586206896551724,-0.28749418433715995,0.034219204490690484
219,context,0.29655172413793107,0.27089186450769953,-0.0058964362139239
219,water,0.6482758620689655,0.7663559499371521,-0.021727024707351474
219,lick_or_not,0.6551724137931034,0.772465166759078,-0.02104966127718617
220,context,0.38620689655172413,1.4805520415706377,-0.142172593875745
220,water,0.8137931034482758,2.348470646165066,-0.19773389843993108
220,lick_or_not,0.8275862068965518,2.389081389013645,-0.1973814545999955
221,context,0.22758620689655173,0.3774210307772084,-0.02627405104325634
221,water,0.46896551724137936,0.019153923661523856,-0.0019540506673595445
221,lick_or_not,0.45517241379310347,0.05632965052956326,-0.002522678901736796
222,context,0.4413793103448276,-3.259115312532236,0.07665767078220337
222,water,0.8,-3.8576070061303027,0.10117186756867128
222,lick_or_not,0.786206896551724,-3.766612796097186,0.09997098015120044
223,context,0.3103448275862069,-0.48009739375805216,0.08718612564514984
223,water,0.6551724137931034,-0.8879488914006801,0.1333882644985031
223,lick_or_not,0.6482758620689655,-0.8262175639243585,0.1282404885935957
224,context,0.21379310344827585,-0.20542997082122233,0.03157053005506733
224,water,0.46206896551724136,-0.12058405959662925,0.01683233160976869
224,lick_or_not,0.47586206896551725,-0.07529005369684084,0.014042374280891
225,context,0.26206896551724135,-0.1639947716671345,0.039674377905840934
225,water,0.6344827586206897,0.5604579162174945,-0.07175197271665942
225,lick_or_not,0.6275862068965518,0.6226305075210649,-0.0762392048800467
226,context,0.27586206896551724,0.009647100801803666,0.007612122976315034
226,water,0.6,0.43861206527492924,-0.041417896727769535
226,lick_or_not,0.6,0.4859683377732317,-0.04322121083303761
227,context,0.27586206896551724,-0.1815590753023539,0.0020694303581088205
227,water,0.5586206896551724,-0.5141208588680257,0.005598634607017176
227,lick_or_not,0.5724137931034483,-0.47891566827671844,0.005517786496826958
228,context,0.2206896551724138,-0.0935515767715308,0.008898954531276558
228,water,0.48275862068965514,0.05083345523295411,-0.006053623346506817
228,lick_or_not,0.503448275862069,0.09819110863797878,-0.007906369775311171
229,context,0.3655172413793104,0.27311309560322217,-0.00996637983770197
229,water,0.6000000000000001,0.8448681231685495,-0.10049595203444006
229,lick_or_not,0.6137931034482759,0.9068032567303751,-0.10478058906888651
230,context,0.2206896551724138,0.1145597850084232,-0.010969010170382666
230,water,0.5310344827586206,-0.3573435687247116,0.04194202603943523
230,lick_or_not,0.5103448275862069,-0.3276846329032461,0.04177711850198112
231,context,0.2137931034482759,0.2881852710427157,-0.02762319376913947
231,water,0.5448275862068966,0.4128469522537631,-0.03727263446247506
231,lick_or_not,0.5379310344827586,0.4607191442168051,-0.03904838212892126
232,context,0.2689655172413793,0.23932951759860163,-0.08975291019332268
232,water,0.5379310344827586,0.16385337731300406,-0.06658674224456454
232,lick_or_not,0.5241379310344827,0.2060768319130814,-0.07206965482976098
233,context,0.24137931034482757,0.11655055998457985,-0.014956106603880484
233,water,0.5517241379310345,-0.23032116060065594,0.029279301153544452
233,lick_or_not,0.5172413793103449,-0.1753443365186491,0.025548380125823323
234,context,0.1724137931034483,-0.0416800793026184,0.005305541326136277
234,water,0.45517241379310347,-0.07601818539685433,0.009476478808869723
234,lick_or_not,0.4137931034482758,-0.021438752839814845,0.005365214051084849
235,context,0.27586206896551724,0.26510724212223574,-0.011093269636439097
235,water,0.47586206896551725,0.14921334924026608,-0.006720090440542689
235,lick_or_not,0.48275862068965514,0.20141127389350852,-0.007732226764824511
236,context,0.22758620689655173,0.1437769945166265,-0.011575123678830552
236,water,0.48275862068965514,0.2884238746230497,-0.023258309468413414
236,lick_or_not,0.503448275862069,0.3292080498345561,-0.02426239333545864
237,context,0.2206896551724138,0.10481291751675022,-0.01299621850517821
237,water,0.5655172413793104,0.09972666483385716,-0.012526341451410836
237,lick_or_not,0.5793103448275861,0.14440450828744086,-0.014422605436589919
238,context,0.23448275862068968,0.26188848802136105,-0.0198782128752673
238,water,0.48275862068965514,0.05514666474039396,-0.004786409559989619
238,lick_or_not,0.48275862068965525,0.08702579120841258,-0.005082988872806161
239,context,0.2137931034482759,-0.060167695597288295,0.0055356570233909795
239,water,0.5241379310344827,-0.09726279181050607,0.007483396761818795
239,lick_or_not,0.503448275862069,-0.04780338373322907,0.005521743059811692
240,context,0.27586206896551724,0.18917634100963973,-0.02252420382051878
240,water,0.593103448275862,-0.2403841085930677,0.028702238260767628
240,lick_or_not,0.5793103448275861,-0.20536739273316368,0.027763767069387803
241,context,0.18620689655172412,-0.1022181904552699,0.003846626113502039
241,water,0.44827586206896547,-0.07157641359184716,0.002379189253883096
241,lick_or_not,0.47586206896551725,-0.029319159347934942,0.0017753573354795159
242,context,0.20689655172413796,0.050846588746078086,-0.004096376601716349
242,water,0.5310344827586206,0.17403697264628884,-0.015180782864968144
242,lick_or_not,0.6068965517241379,0.21451545057397425,-0.016273172679576387
243,context,0.23448275862068962,-0.408432306344009,0.04000645605483085
243,water,0.5517241379310345,-0.2410502903763545,0.022555221331323563
243,lick_or_not,0.5379310344827586,-0.2346990656494658,0.02483072551195892
244,context,0.2896551724137931,0.37187677561183363,-0.03714445433867296
244,water,0.5655172413793104,0.3704002938006518,-0.03486090943771286
244,lick_or_not,0.5724137931034482,0.418884062915572,-0.03673390515818715
245,context,0.22758620689655168,-0.10722047310475567,0.013658747198507645
245,water,0.5379310344827586,-0.2349360661621952,0.02665557287733095
245,lick_or_not,0.5655172413793104,-0.18410907599983853,0.02384952229733804
246,context,0.24827586206896549,0.2975881898753329,-0.028872610853138737
246,water,0.48965517241379314,-0.19269698711767522,0.01725628724799865
246,lick_or_not,0.5241379310344827,-0.1379586878115485,0.014641491031839588
247,context,0.2689655172413793,0.37690096028183206,-0.04652470116969379
247,water,0.6,0.5371840935403052,-0.06766770205920314
247,lick_or_not,0.593103448275862,0.5789696980580737,-0.06945224155189185
248,context,0.25517241379310346,-0.3451517187446819,0.0506094016204538
248,water,0.5172413793103449,0.1571032574931843,-0.023188829843638434
248,lick_or_not,0.503448275862069,0.1673580659874003,-0.020803683880569586
249,context,0.16551724137931034,-0.1468194764975021,0.02810252677247879
249,water,0.4068965517241379,-0.06970756705451378,0.010966356500648637
249,lick_or_not,0.4137931034482759,-0.06060500442119723,0.01459585673173015
250,context,0.1793103448275862,0.07981580122164564,-0.012241347874695403
250,water,0.5655172413793104,0.1862240859294628,-0.029716465142692612
250,lick_or_not,0.5724137931034482,0.23910211702260703,-0.03351009116401687
251,context,0.2551724137931034,-0.15172256776213625,0.024581354907609765
251,water,0.5862068965517241,-0.42936180435434695,0.04879006067741544
251,lick_or_not,0.5793103448275863,-0.38115196453932426,0.04635820026931786
252,context,0.2137931034482759,0.26456635526273103,-0.0371696575406772
252,water,0.503448275862069,0.28537060251943885,-0.03891446333062942
252,lick_or_not,0.503448275862069,0.30472803534281473,-0.037769237781118306
253,context,0.25517241379310346,-0.13875977614461482,0.014791691644243234
253,water,0.5862068965517242,-0.4790309154366463,0.047919882548233705
253,lick_or_not,0.5724137931034482,-0.45089727774798805,0.04795124348553316
254,context,0.18620689655172412,-0.3440802316910612,0.03744742197942088
254,water,0.5310344827586208,-0.19229402241267976,0.02130965420758295
254,lick_or_not,0.5517241379310345,-0.3151346655689805,0.04019706606753764
255,context,0.31724137931034485,0.345064482054262,-0.08748302379250673
255,water,0.6206896551724137,0.825727613283095,-0.22617748344396654
255,lick_or_not,0.6344827586206897,0.8983028588695274,-0.2384446560137111
256,context,0.22758620689655173,0.04654503293181942,-0.00638809750068932
256,water,0.5172413793103449,-0.21359713117785428,0.03253009157905274
256,lick_or_not,0.4896551724137931,-0.1798771007511679,0.03149432007573752
257,context,0.1931034482758621,-0.05931460594399423,0.006424970975644373
257,water,0.46206896551724136,0.10079735391181886,-0.011809586274260498
257,lick_or_not,0.46206896551724136,0.13156437762244053,-0.012129094572335977
258,context,0.22758620689655173,0.3589084185998352,-0.05258959897509425
258,water,0.5655172413793104,0.3254787131462326,-0.04257041119153865
258,lick_or_not,0.5586206896551724,0.3766799769492887,-0.04565640862553953
259,context,0.2620689655172414,-0.6843248923927537,0.11849656412333766
259,water,0.5448275862068966,-0.8635549241892921,0.15710480266630142
259,lick_or_not,0.5517241379310345,-0.8625492499094284,0.16265365541666177
260,context,0.2206896551724138,-0.15362404083155162,0.021669919691238305
260,water,0.4482758620689656,-0.03334678518364206,0.0028208397906818415
260,lick_or_not,0.46206896551724136,-0.0023657262839939944,0.0023322967489155673
261,context,0.19310344827586207,-0.08451966365279781,0.008971261567031118
261,water,0.5517241379310344,-0.37732029239098724,0.036789550506638916
261,lick_or_not,0.5448275862068965,-0.3341773220082079,0.03524175191035316
262,context,0.27586206896551724,-0.375500499765303,0.09834855293113207
262,water,0.5241379310344827,-0.5938671153476417,0.13805470549272464
262,lick_or_not,0.5517241379310345,-0.6029211030668803,0.14781674256670027
263,context,0.18620689655172412,-0.13070300204436666,0.015136954646329017
263,water,0.5172413793103449,-0.12079883331227563,0.012765672011191161
263,lick_or_not,0.5310344827586208,-0.08663645260446946,0.01197704197427197
264,context,0.21379310344827585,-0.2119593210457855,0.02566961698411369
264,water,0.46896551724137936,0.014694337751009093,-0.003532493899007784
264,lick_or_not,0.48275862068965514,0.04892433991832174,-0.0043558038045728165
265,context,0.3793103448275862,0.9029050147143362,-0.18972671948482767
265,water,0.7310344827586206,1.6039766738742323,-0.32978229500318645
265,lick_or_not,0.7379310344827585,1.6957772919585754,-0.3427941755686382
266,context,0.19310344827586207,0.17972670622532033,-0.02966949211649309
266,water,0.593103448275862,0.5880435826975523,-0.10749192854372258
266,lick_or_not,0.5793103448275863,0.5990521382840159,-0.1040902371952784
267,context,0.2,0.06958325915871284,-0.008896850665878548
267,water,0.503448275862069,0.0603701216152328,-0.008477135027787795
267,lick_or_not,0.48275862068965514,0.10275906745442379,-0.010172402902064828
268,context,0.17241379310344826,-0.12543842695794677,0.012840843000232137
268,water,0.45517241379310347,-5.148409833530564e-05,-0.0015218739625725657
268,lick_or_not,0.46206896551724147,0.034402488486879025,-0.0021857126975507847
269,context,0.2482758620689655,-0.13383771221292687,0.014599989648142332
269,water,0.5172413793103449,0.05607585839106923,-0.006376514294993196
269,lick_or_not,0.5103448275862068,0.0973344631862151,-0.007629723062384928
270,context,0.24137931034482757,-0.17153204295378055,0.019400357140125946
270,water,0.4896551724137931,0.08325585036786294,-0.009367420341364494
270,lick_or_not,0.47586206896551725,0.10338240859506845,-0.008632064178830298
271,context,0.14482758620689654,0.062473512857461375,-0.0069179923733328486
271,water,0.46896551724137925,-0.07360994549976703,0.006484244199611168
271,lick_or_not,0.4344827586206897,-0.04449032431615113,0.006320078824488054
272,context,0.22758620689655173,0.06323801580268008,-0.007898754475338313
272,water,0.6,0.3330229739043824,-0.049920004020411614
272,lick_or_not,0.5586206896551724,0.41039178525571524,-0.057109994497324616
273,context,0.1724137931034483,-0.22114638833726002,0.04758534769166963
273,water,0.496551724137931,0.04345515730925666,-0.01213193462024785
273,lick_or_not,0.4482758620689656,-0.03285267546524875,0.009881078814879037
274,context,0.3241379310344828,-0.35100582764142785,0.012815655633922441
274,water,0.5862068965517242,-0.34915447947491646,0.012498298788249497
274,lick_or_not,0.5655172413793104,-0.3178560413199209,0.012383449285710882
275,context,0.25517241379310346,-0.3928856355338629,0.03604796690276689
275,water,0.6344827586206897,-0.819406755713221,0.07130114117601836
275,lick_or_not,0.6344827586206896,-0.7764302291119626,0.07009372433376901
276,context,0.24137931034482757,0.029044404682462235,6.715285327476458e-05
276,water,0.5655172413793104,-0.4086613369106153,0.04661331726062656
276,lick_or_not,0.5655172413793104,-0.3440853546414956,0.04220037754908285
277,context,0.23448275862068962,0.28304904845201495,-0.0418275771001801
