neuron,target,train_acc,test_acc,train_auc,test_auc,train_f1,test_f1
20,water,0.5103448275862068,0.5448275862068966,0.5806401817564124,0.574368131868132,0.49607159188368694,0.5251203551263368
20,lick_or_not,0.5189655172413793,0.5241379310344828,0.58759517700315,0.5829395604395604,0.5093855670070475,0.5106156900759599
21,context,0.30517241379310345,0.20689655172413796,0.5495101835968141,0.5120871340076145,0.22793442967290073,0.13252942258386904
21,water,0.5689655172413793,0.5724137931034483,0.5738032246192175,0.5790201465201464,0.5668158473436065,0.5702081207220251
21,lick_or_not,0.5810344827586207,0.6068965517241379,0.5845600139731421,0.5885439560439562,0.5801988694593001,0.6066341790702191
22,context,0.30517241379310345,0.2206896551724138,0.5426858392821172,0.5587818170260961,0.2441813602142215,0.16328526158568035
22,water,0.5051724137931034,0.4896551724137931,0.4794137506369968,0.5343589743589743,0.4406195038668681,0.42163649327541064
22,lick_or_not,0.49482758620689654,0.47586206896551725,0.483583343675297,0.4610256410256411,0.3916250992395097,0.3676182583015825
23,context,0.43965517241379315,0.38620689655172413,0.7825271037371249,0.7785814940843545,0.4139089155530586,0.3599016401199598
23,water,0.8448275862068965,0.8482758620689654,0.899622260913878,0.8978205128205129,0.8443266662415846,0.846996213229119
23,lick_or_not,0.8327586206896551,0.8275862068965516,0.8949210881655054,0.8940109890109891,0.8323151926727625,0.8263334868896604
24,context,0.31034482758620696,0.2620689655172414,0.5725360060880806,0.5631360251749269,0.2510326330351488,0.21106614216596067
24,water,0.560344827586207,0.5448275862068966,0.553283010588302,0.5562728937728938,0.5518926913808528,0.5331831499579979
24,lick_or_not,0.5672413793103449,0.5862068965517241,0.5658293035032209,0.5686538461538462,0.557199249643927,0.5705892976745786
25,context,0.35862068965517246,0.26206896551724135,0.6481540948298795,0.6504627304427076,0.2949332718611118,0.22499811953732052
25,water,0.6775862068965518,0.6689655172413793,0.7321515627654154,0.7302014652014652,0.6727542238713788,0.6623105134082804
25,lick_or_not,0.6758620689655173,0.6827586206896552,0.7323383657151707,0.7302014652014652,0.6690144189440221,0.6739076979991523
26,context,0.35,0.28965517241379307,0.5994815951595064,0.5799342262111141,0.2967427151798094,0.23623287524613173
26,water,0.539655172413793,0.5310344827586208,0.590031708283789,0.5878663003663004,0.5330907085753369,0.522909792002262
26,lick_or_not,0.5431034482758621,0.5517241379310345,0.6019857100580104,0.5992948717948717,0.5328228432162879,0.538988503419538
27,context,0.30172413793103453,0.17241379310344826,0.5605416755883331,0.49723824217988977,0.215009698240033,0.1039296616491685
27,water,0.5482758620689655,0.503448275862069,0.5673502349810317,0.49954212454212443,0.49247536913557843,0.444457213197685
27,lick_or_not,0.5224137931034483,0.47586206896551725,0.5680246106913629,0.4985897435897435,0.4914190158301982,0.45636762173807116
28,context,0.3137931034482758,0.29655172413793107,0.5823475596101766,0.5591827988944694,0.2583641742373622,0.23995327660844906
28,water,0.5568965517241379,0.5586206896551724,0.5841392050280279,0.5822802197802198,0.54391693546717,0.5448245128772512
28,lick_or_not,0.5482758620689656,0.5379310344827586,0.5740365444334955,0.5718040293040294,0.5291407419122913,0.5161267251125548
29,context,0.3,0.2206896551724138,0.5515001361234235,0.5197850712089843,0.22699079458181504,0.1646157362283123
29,water,0.5293103448275861,0.4896551724137931,0.5270667006398279,0.5160164835164835,0.5085064906899769,0.4590151421367392
29,lick_or_not,0.5137931034482758,0.48275862068965514,0.5206931555293441,0.5036355311355312,0.4663581696165246,0.4260768172498247
30,context,0.28103448275862075,0.2,0.5441347153549407,0.4844495023791362,0.19983878015044398,0.15208182227959105
30,water,0.5189655172413794,0.45517241379310347,0.5634417643395051,0.5680677655677656,0.4500467991745758,0.37914293970600826
30,lick_or_not,0.5258620689655172,0.47586206896551725,0.554709853999759,0.5623534798534799,0.46085386405710577,0.406501529482731
31,context,0.3275862068965517,0.2482758620689655,0.6225369921829793,0.6137837858810398,0.24187439106749892,0.17467021681335576
31,water,0.6,0.606896551724138,0.6836954306098182,0.6764835164835165,0.5988939687640713,0.6008350446625427
31,lick_or_not,0.5982758620689654,0.5862068965517242,0.6745350447603723,0.666959706959707,0.5978514483874707,0.580000328330869
32,context,0.3224137931034483,0.2827586206896552,0.6199120623175418,0.5649648313801631,0.25680909510421507,0.21246678545976266
32,water,0.5517241379310345,0.5448275862068965,0.5876508974576751,0.5898351648351647,0.5457076794864959,0.5377386406696752
32,lick_or_not,0.5327586206896552,0.5310344827586208,0.5776018524313161,0.5803113553113552,0.5219919091709728,0.5180928114680594
33,context,0.30517241379310345,0.2137931034482759,0.5663248533087751,0.5540439578854911,0.244361208168333,0.15187820198324237
33,water,0.5758620689655173,0.5724137931034482,0.6248170403714399,0.6280128205128204,0.5574959277823204,0.5477269437356306
33,lick_or_not,0.5706896551724138,0.5586206896551723,0.6183992903114717,0.6194413919413918,0.5590057207731515,0.5390719283849841
34,context,0.3258620689655173,0.26206896551724135,0.5775825310626533,0.5617362923118072,0.24467413574597224,0.1943697311216777
34,water,0.5741379310344827,0.5724137931034482,0.589448360794972,0.598021978021978,0.5518877807519443,0.5404615413407362
34,lick_or_not,0.5844827586206897,0.593103448275862,0.5976468231785858,0.6037362637362638,0.5681315764022824,0.5708253485531162
35,context,0.4206896551724138,0.4137931034482759,0.701288305596359,0.6988253547240961,0.3719331968488905,0.3802927340858376
35,water,0.7086206896551726,0.7034482758620689,0.7611786563614744,0.7633882783882784,0.7012050630479283,0.6930104790014494
35,lick_or_not,0.7017241379310345,0.6965517241379311,0.7497594653717468,0.7519597069597068,0.6954438393372174,0.6857298441346076
36,context,0.33275862068965517,0.27586206896551724,0.5991376784087127,0.5968013569827071,0.2662623252614684,0.20698651028105494
36,water,0.5362068965517242,0.5241379310344827,0.5658239907140026,0.5546428571428572,0.5173323203185773,0.5020493451806022
36,lick_or_not,0.546551724137931,0.5448275862068965,0.5664838879277639,0.5565476190476192,0.5269789725090974,0.5259537053072917
37,context,0.33103448275862074,0.2482758620689655,0.5624456703064066,0.527665363177377,0.2506415324082573,0.19217493543095449
37,water,0.5620689655172414,0.5655172413793104,0.5575018402128984,0.55253663003663,0.5535560933353378,0.556989750636286
37,lick_or_not,0.5672413793103448,0.5793103448275863,0.5673168314486209,0.5611080586080586,0.5559944238700324,0.5676462269834701
38,context,0.3086206896551724,0.26206896551724135,0.5647422443374099,0.5732840995770058,0.23932385892057403,0.1893504081439526
38,water,0.5517241379310345,0.5379310344827586,0.5768936498499518,0.5828846153846154,0.5431635714666132,0.5271164501125897
38,lick_or_not,0.55,0.5310344827586206,0.5844442546944559,0.5895512820512822,0.5361316788758372,0.5154056407504684
39,context,0.27758620689655167,0.22758620689655173,0.5328512862482955,0.5015046765464386,0.2177899461452364,0.14972250087073585
39,water,0.5241379310344827,0.49655172413793097,0.49107723231980066,0.43126373626373626,0.46190733339999107,0.43755113671234563
39,lick_or_not,0.503448275862069,0.46896551724137936,0.4879908057291297,0.4265018315018315,0.4272057028538036,0.39420201578096314
40,context,0.33793103448275863,0.29655172413793107,0.5735178039560842,0.5229747169306665,0.25832302381430255,0.22784768152000145
40,water,0.5672413793103448,0.5724137931034483,0.6091845025762981,0.6230036630036629,0.5562648136983006,0.5591059662203038
40,lick_or_not,0.5689655172413792,0.5724137931034482,0.6082908075323439,0.6230036630036629,0.5630177361211275,0.5612916812916813
41,context,0.32413793103448274,0.22758620689655173,0.5736885063566184,0.5370974595579858,0.277339832215781,0.18966252683771634
41,water,0.5637931034482758,0.5586206896551724,0.6074523667968972,0.5983516483516482,0.560193068323465,0.551072599138522
41,lick_or_not,0.5844827586206897,0.5655172413793104,0.6175083787584199,0.6107326007326007,0.5827565068786199,0.5580280591691964
42,context,0.31551724137931036,0.22758620689655173,0.5653514888674733,0.5084398661343741,0.2511576353965804,0.16884561382312507
42,water,0.5172413793103449,0.5172413793103449,0.529084564860427,0.5313736263736264,0.5013388143319516,0.49431496026504973
42,lick_or_not,0.5206896551724138,0.5448275862068965,0.5343730454130651,0.5389926739926739,0.4922207260419819,0.5121418299276739
43,context,0.30689655172413793,0.26896551724137935,0.5669892193666624,0.5315269778530649,0.22983605988736758,0.19304132648960234
43,water,0.5793103448275863,0.5724137931034483,0.5837877243644188,0.5906959706959707,0.5733980414433002,0.5666464781870789
43,lick_or_not,0.5655172413793104,0.5655172413793104,0.5919960095930994,0.5992673992673992,0.5574303145128019,0.5538774125482061
44,context,0.3120689655172414,0.23448275862068968,0.5648313188858035,0.5101298032630985,0.23871701709866994,0.16389399917188965
44,water,0.5413793103448276,0.5517241379310345,0.536873973727422,0.5332967032967033,0.5178104654130398,0.5151596565253553
44,lick_or_not,0.5568965517241379,0.5448275862068966,0.5505498212166181,0.5466300366300366,0.5226851111364776,0.5041486365805785
45,context,0.253448275862069,0.2206896551724138,0.49812420996827783,0.4835444176977357,0.1834354020316507,0.15249863497434757
45,water,0.5034482758620691,0.48965517241379314,0.4983843638525565,0.4915750915750916,0.45143259557182136,0.42363815718170805
45,lick_or_not,0.5017241379310344,0.47586206896551725,0.504876828096764,0.47824175824175813,0.3791148668272621,0.3514387142382135
46,context,0.3258620689655173,0.24137931034482757,0.6100720154409146,0.6016729612238765,0.2687328444376201,0.2028335748566345
46,water,0.6103448275862069,0.5586206896551724,0.6033077826850122,0.5098443223443223,0.5713273772425815,0.5140629685157421
46,lick_or_not,0.6120689655172413,0.5517241379310345,0.648488835806035,0.6501556776556777,0.5672247516696298,0.5018749257903875
47,context,0.2982758620689655,0.2482758620689655,0.5518879747891281,0.5122860098203347,0.21171211208004076,0.17106764501015653
47,water,0.5327586206896552,0.5241379310344827,0.6097224817394258,0.6171611721611722,0.5116585642015984,0.495229488709467
47,lick_or_not,0.55,0.5379310344827586,0.5987737436458799,0.6047802197802199,0.5273963285134401,0.5153201370532704
48,context,0.3103448275862069,0.24137931034482757,0.5428151043953677,0.5192941923319497,0.24130239064662481,0.1769687505724286
48,water,0.5517241379310345,0.5517241379310345,0.55150649736708,0.5502930402930403,0.54342558961179,0.5386014626719274
48,lick_or_not,0.560344827586207,0.5448275862068965,0.5651750019358035,0.5636263736263737,0.5473401371202165,0.527263872520068
49,context,0.31896551724137934,0.2827586206896552,0.5622930903975384,0.5452893374741201,0.25309079473207186,0.20839801510186903
49,water,0.5775862068965517,0.5862068965517242,0.5980037936696677,0.5982326007326007,0.572644152600794,0.5752678905078914
49,lick_or_not,0.5741379310344827,0.5724137931034483,0.6000247853556381,0.5991849816849817,0.5706531500391376,0.5629309304647916
50,context,0.4413793103448276,0.3448275862068965,0.6890336052001421,0.6829979114452799,0.38097198055560033,0.2933282018206444
50,water,0.6879310344827585,0.689655172413793,0.7015908640507333,0.709065934065934,0.6680979676385702,0.6626678241272026
50,lick_or_not,0.6913793103448276,0.696551724137931,0.7025454489525977,0.710018315018315,0.6704923202078593,0.6701926042472641
51,context,0.27758620689655167,0.18620689655172412,0.5303981480721779,0.4777640131290017,0.1880575473403951,0.11828494137649906
51,water,0.503448275862069,0.48275862068965525,0.5063625360964839,0.4733150183150183,0.4407270855756802,0.4149541270081
51,lick_or_not,0.5137931034482759,0.48275862068965514,0.5032705885514286,0.4685531135531136,0.4146301786117865,0.3830839989733284
52,context,0.3448275862068966,0.27586206896551724,0.5960114014075062,0.6152315051462649,0.2811509006221254,0.22010168375685618
52,water,0.5689655172413792,0.5586206896551724,0.5503624511635807,0.5526556776556777,0.5329320229618857,0.5213956011778154
52,lick_or_not,0.5672413793103448,0.5586206896551724,0.551259739566373,0.5555128205128206,0.5415629168245012,0.5295638538517099
53,context,0.3086206896551724,0.1724137931034483,0.5546058699625723,0.5276431700133074,0.23939785251512458,0.10775119400006956
53,water,0.560344827586207,0.5448275862068965,0.5834884774361587,0.5859706959706961,0.5462506459866778,0.530850595201508
53,lick_or_not,0.5637931034482759,0.5724137931034482,0.5911039842901153,0.5935897435897436,0.5457961646850992,0.5528122607803356
54,context,0.31724137931034485,0.30344827586206896,0.6062057110574652,0.6060669864714486,0.26014270317160626,0.24432793945316628
54,water,0.6017241379310345,0.6,0.6681127908951928,0.6641849816849816,0.593115226726928,0.5877520979769855
54,lick_or_not,0.5948275862068966,0.6,0.6679946631931811,0.6622802197802198,0.588358325477321,0.5910578400639253
55,context,0.29310344827586204,0.18620689655172412,0.5641470411920572,0.5461732303419946,0.19570174110203198,0.11458026025052856
55,water,0.5224137931034483,0.496551724137931,0.5558314931204349,0.5518223443223443,0.45032422571898445,0.4135153755168748
55,lick_or_not,0.5431034482758621,0.5379310344827586,0.5645230516182432,0.559441391941392,0.49563609033823397,0.4738859558967756
56,context,0.2982758620689655,0.303448275862069,0.5760755394603354,0.5491224883684838,0.24693267676024971,0.2542890105780178
56,water,0.5206896551724138,0.48275862068965514,0.5213554583545665,0.4788278388278389,0.47211910720667677,0.4263963103974538
56,lick_or_not,0.506896551724138,0.46896551724137925,0.5014252463420387,0.5116483516483517,0.4524457033951955,0.41219395629131944
57,context,0.3431034482758621,0.2827586206896552,0.6073777993488261,0.5907452252171932,0.27267401175017775,0.21329165175888876
57,water,0.5603448275862069,0.5793103448275861,0.5927078732801088,0.596456043956044,0.5509922995484695,0.5727756531395272
57,lick_or_not,0.5568965517241379,0.5586206896551724,0.5895576574197136,0.5945512820512822,0.5530552012080137,0.5525573050740883
58,context,0.3103448275862069,0.20689655172413796,0.5426045585204895,0.5163544070981142,0.22638779532518255,0.14623648744470685
58,water,0.5413793103448276,0.5379310344827587,0.5466859889021007,0.5389835164835165,0.519129715218253,0.5142115906784656
58,lick_or_not,0.5327586206896552,0.5448275862068966,0.5373437170184172,0.529459706959707,0.51957185805343,0.5344139160366341
59,context,0.3551724137931035,0.26206896551724135,0.6221246527887649,0.5915886711178473,0.2972435265159905,0.21480771693205875
59,water,0.6120689655172413,0.6275862068965516,0.6486032076326369,0.6433150183150185,0.5892222422945715,0.6042766221034982
59,lick_or_not,0.6206896551724139,0.6068965517241379,0.6462264738005354,0.6395054945054947,0.60168178122834,0.5846425247223795
60,context,0.32413793103448274,0.29655172413793107,0.5845579230671305,0.5544413462840236,0.26089640946494225,0.23016228948462833
60,water,0.48965517241379314,0.46206896551724136,0.5147976473585867,0.5152014652014653,0.43813561868789286,0.4075191214501559
60,lick_or_not,0.49137931034482757,0.48275862068965514,0.5120117223064311,0.5132967032967033,0.42860060890761076,0.426568155875927
61,context,0.32068965517241377,0.2482758620689655,0.5568501510060571,0.5483117667356797,0.23365759248659884,0.16025211464450467
61,water,0.6051724137931034,0.6,0.5886681105260179,0.5915567765567766,0.5816061756428261,0.5738507344167363
61,lick_or_not,0.5913793103448276,0.5931034482758621,0.5796276398083219,0.583937728937729,0.5705199287480166,0.568005815356728
62,context,0.3137931034482759,0.24137931034482757,0.571369008910244,0.5349103589012055,0.24627992682311825,0.18430550292619258
62,water,0.5413793103448276,0.5241379310344827,0.5485194071683369,0.5315934065934066,0.5325798871032497,0.5139316451987324
62,lick_or_not,0.5344827586206896,0.47586206896551725,0.535384843030206,0.5182600732600733,0.5286643485699355,0.4735363487087625
63,context,0.3275862068965517,0.23448275862068968,0.5964492800779958,0.5843059187824635,0.2583639659315601,0.16089953083263056
63,water,0.5499999999999999,0.5448275862068966,0.6305948134307231,0.6257783882783883,0.5355866626749538,0.5275903813989646
63,lick_or_not,0.5224137931034483,0.5310344827586208,0.6178654682010251,0.6133974358974359,0.46470977163541793,0.47431750449148724
64,context,0.4137931034482758,0.4137931034482758,0.6783976755760197,0.6744423971655092,0.3806484504426222,0.37634326142968877
64,water,0.6413793103448276,0.6413793103448275,0.7097385482135778,0.719569597069597,0.6189205280161488,0.6193382518409741
64,lick_or_not,0.6465517241379312,0.6413793103448275,0.7166979930933361,0.7252838827838828,0.6219224806838838,0.6175510754621463
65,context,0.2775862068965517,0.20689655172413796,0.5111752330071908,0.47639070419791246,0.20236661785504317,0.12285370831783679
65,water,0.539655172413793,0.5241379310344827,0.5080880895759017,0.489496336996337,0.5219913705291958,0.5057740005001669
65,lick_or_not,0.5103448275862068,0.5172413793103449,0.49970310608945423,0.4809249084249084,0.4996647796870235,0.51080558621788
66,context,0.27413793103448275,0.18620689655172415,0.5382302105727639,0.5136648695189885,0.20249947887140074,0.126929525674717
66,water,0.5189655172413793,0.5241379310344827,0.555482560443916,0.5572985347985348,0.4943199800415745,0.4951885968392018
66,lick_or_not,0.5172413793103449,0.5241379310344827,0.5641626386044112,0.5677747252747253,0.5037168148415828,0.4987473830652241
67,context,0.31896551724137934,0.2827586206896552,0.5664005304340678,0.5576086601549988,0.24217282870076096,0.2190351636193421
67,water,0.5137931034482759,0.44827586206896547,0.5094519704433498,0.4341025641025641,0.4717291674181447,0.40515695089224496
67,lick_or_not,0.5155172413793103,0.4344827586206897,0.5134383652555279,0.42743589743589744,0.45821987962338656,0.37027462231640185
68,context,0.38620689655172413,0.29655172413793107,0.6250027369401276,0.6032546897546898,0.279965459190794,0.2030213464696223
68,water,0.7017241379310345,0.7172413793103447,0.7950234981031652,0.7965201465201466,0.6960689286040979,0.7070828229939522
68,lick_or_not,0.7017241379310345,0.7103448275862069,0.7948975049526515,0.8003296703296703,0.6980430532954133,0.6987622869057212
69,context,0.3293103448275862,0.2551724137931034,0.5935355314942912,0.5776816976565261,0.2564073324346908,0.20157337251711116
69,water,0.4724137931034482,0.45517241379310347,0.5188491591642602,0.5163003663003664,0.3976004458942103,0.38237221540306837
69,lick_or_not,0.47413793103448276,0.48275862068965514,0.5261080132362992,0.5239194139194139,0.4124772002619211,0.42163788296850135
70,context,0.32413793103448274,0.2551724137931034,0.5839410151499334,0.5676878626077712,0.2568161127484815,0.1955920400649352
70,water,0.5620689655172414,0.5517241379310345,0.6202465885283959,0.6172069597069597,0.5586527122775748,0.543096145859482
70,lick_or_not,0.5448275862068966,0.5517241379310345,0.6222064057946112,0.6200641025641025,0.5432706685813613,0.5457511096906176
71,context,0.35172413793103446,0.3517241379310345,0.6869554362863971,0.6821273044270756,0.3155153701417376,0.2811152874307504
71,water,0.55,0.4896551724137931,0.5495313119302419,0.556529304029304,0.501732493552154,0.40363369195491305
71,lick_or_not,0.5448275862068965,0.5379310344827586,0.5630350463514435,0.5698626373626373,0.5059432394982756,0.47134656962726174
72,context,0.37241379310344824,0.303448275862069,0.6094913053977986,0.5299081754121799,0.3108204895726284,0.24983731005125262
72,water,0.5844827586206897,0.5793103448275863,0.6010277589037993,0.6013461538461538,0.5798560406780129,0.5759692842654304
72,lick_or_not,0.5982758620689654,0.5793103448275863,0.606263924083976,0.6080128205128206,0.5897977521963406,0.5703573842825185
73,context,0.32413793103448274,0.2827586206896552,0.5735362898050069,0.5404661233122332,0.26367265514328403,0.22788566853475575
73,water,0.6068965517241379,0.5862068965517242,0.6559206018911726,0.6546062271062272,0.5928201321359221,0.570279746572217
73,lick_or_not,0.6068965517241379,0.6137931034482758,0.6530100064243924,0.6507967032967034,0.5887915020698866,0.5955805080266534
74,context,0.3172413793103449,0.2482758620689655,0.5735918518436832,0.5069823702867181,0.24839930858933879,0.1569969764290251
74,water,0.5655172413793104,0.5724137931034482,0.6000352471547478,0.6017399267399266,0.5342228712682932,0.5412648225942237
74,lick_or_not,0.5793103448275861,0.5793103448275863,0.5891408497664484,0.5903113553113553,0.5587194359989182,0.552915453874619
75,context,0.33620689655172414,0.2689655172413793,0.6084695653600051,0.6060608215202038,0.2781675072106289,0.2153748167541271
75,water,0.617241379310345,0.6275862068965518,0.6580764113017382,0.6628021978021978,0.6067341896550287,0.6078275921967602
75,lick_or_not,0.6241379310344828,0.6275862068965516,0.6649014260595563,0.6723260073260073,0.6163282775542529,0.6106311456227392
76,context,0.29482758620689653,0.26206896551724135,0.5462606455592426,0.5421407429971503,0.2566063392939991,0.21144886489978648
76,water,0.5706896551724138,0.5793103448275863,0.5629186484344035,0.5590750915750915,0.5425369663704565,0.5470061046032008
76,lick_or_not,0.5534482758620689,0.5310344827586206,0.5653538560320873,0.5638369963369962,0.5347931425926129,0.511894727130859
77,context,0.28793103448275864,0.20689655172413796,0.5183829736172016,0.5013526190311087,0.21997500548036478,0.1385657631250624
77,water,0.55,0.5310344827586206,0.45944085838853976,0.4647161172161173,0.5009621126113776,0.4810308163302719
77,lick_or_not,0.539655172413793,0.496551724137931,0.4703227718018318,0.4761446886446887,0.5098258555335429,0.4692975245977692
78,context,0.3137931034482758,0.2827586206896552,0.5668690743474517,0.542456817273751,0.25349783134267423,0.2219144720977752
78,water,0.5620689655172413,0.5655172413793104,0.6424863399580998,0.6478113553113553,0.5223544732589673,0.5236715069869798
