neuron,target,train_acc,test_acc,train_auc,test_auc,train_f1,test_f1
125,water,0.55,0.5655172413793104,0.57160225921522,0.5637362637362637,0.5345265113883373,0.5529180232628509
125,lick_or_not,0.5482758620689655,0.5517241379310345,0.5785554698734179,0.5723076923076923,0.524427190099597,0.5214287581224701
126,context,0.3120689655172414,0.23448275862068968,0.5708890720003208,0.5483389080408532,0.23729952015065744,0.17025512418615868
126,water,0.5534482758620689,0.5448275862068965,0.5853980522054243,0.5762271062271063,0.5414111522266443,0.5312418808051638
126,lick_or_not,0.5620689655172414,0.5586206896551723,0.5808788406252132,0.5724175824175823,0.5473730928727677,0.537889496006289
127,context,0.27758620689655167,0.1793103448275862,0.5282027872667447,0.4485505727427924,0.2082306460168089,0.10555315122465758
127,water,0.5379310344827586,0.45517241379310336,0.5541722580827813,0.45355311355311356,0.5331044699240878,0.441605014057021
127,lick_or_not,0.5379310344827586,0.44827586206896547,0.5559569180311871,0.4554578754578754,0.5284670551397179,0.4364651088394805
128,context,0.31724137931034485,0.2689655172413793,0.5792396393061414,0.5778734740342292,0.22787626813152578,0.17431379802841135
128,water,0.5258620689655171,0.5241379310344827,0.5754682634052433,0.582893772893773,0.5044175335877357,0.5023269999010364
128,lick_or_not,0.5241379310344827,0.5517241379310345,0.5736188351731422,0.581941391941392,0.5150452429224149,0.5403941888138025
129,context,0.2931034482758621,0.20689655172413796,0.5555657192408393,0.5377784646068399,0.2231372871339246,0.14772832539239736
129,water,0.5534482758620689,0.5586206896551724,0.5726073693448842,0.5802106227106227,0.5407962231506518,0.5464717039617825
129,lick_or_not,0.5534482758620689,0.5586206896551724,0.5711233988960794,0.5764010989010989,0.5436623176325772,0.5479604553843904
130,context,0.3551724137931035,0.27586206896551724,0.6155929771438776,0.5659915640550652,0.2770171939459443,0.194744264905432
130,water,0.6224137931034484,0.5862068965517242,0.666683653247268,0.6698809523809525,0.6055019568713342,0.5564581562766682
130,lick_or_not,0.6241379310344828,0.613793103448276,0.660678121673114,0.6622619047619047,0.6159288504423173,0.6044336716286625
131,context,0.36034482758620695,0.33793103448275863,0.6050731840732444,0.5816805939420355,0.32364674835686236,0.29314841863812385
131,water,0.5189655172413794,0.496551724137931,0.48441021176603816,0.46783882783882785,0.46463756274479984,0.44253510625561443
131,lick_or_not,0.506896551724138,0.503448275862069,0.4898879638282308,0.4726007326007326,0.4632153870206217,0.4584655636379774
132,context,0.34827586206896555,0.27586206896551724,0.6067138165847059,0.5981998837673895,0.27258409017112906,0.19204371752122645
132,water,0.6586206896551724,0.675862068965517,0.6932699875431743,0.6926831501831503,0.6513644085993257,0.6686795395274097
132,lick_or_not,0.6551724137931034,0.6620689655172414,0.6835750701043708,0.6831593406593408,0.6500370011108414,0.6568807544118759
133,context,0.37241379310344824,0.31034482758620696,0.6357725413508445,0.6153928720021398,0.3068481000914543,0.2315499984332333
133,water,0.5637931034482759,0.5448275862068965,0.6553258592378687,0.6565842490842491,0.5386678126926268,0.513256806322142
133,lick_or_not,0.5655172413793104,0.5241379310344828,0.6420652035174699,0.6442032967032967,0.5184273233820685,0.47278712635020403
134,context,0.25517241379310346,0.17241379310344826,0.5460873187512174,0.5329160029520441,0.19746532084424873,0.1123942723942724
134,water,0.5137931034482759,0.45517241379310347,0.5585777985391541,0.49826923076923074,0.4593515186800235,0.3962354007213621
134,lick_or_not,0.496551724137931,0.45517241379310347,0.5604847534705685,0.493507326007326,0.3872401024876922,0.35800893969918857
135,context,0.31551724137931036,0.25517241379310346,0.5845528757436622,0.5693565922381711,0.26253352988560885,0.206864814406183
135,water,0.5482758620689655,0.5379310344827586,0.5962711624483326,0.5936904761904762,0.5289685378696579,0.5091551586854245
135,lick_or_not,0.5603448275862069,0.5586206896551724,0.6069229635082486,0.6041666666666667,0.5372592681851673,0.5241632150957488
136,context,0.3327586206896552,0.2827586206896552,0.6308356278692644,0.6325634499621915,0.2718483726591471,0.21743669760778853
136,water,0.613793103448276,0.593103448275862,0.693212374723968,0.6917124542124542,0.599795548401597,0.5789134610808366
136,lick_or_not,0.6224137931034484,0.6206896551724138,0.6994538382474454,0.6974267399267399,0.6111015757895555,0.6098972790090941
137,context,0.3137931034482759,0.23448275862068968,0.5480980592689794,0.49934943006396093,0.26596696270450676,0.19663248102030526
137,water,0.55,0.5241379310344827,0.5622686286167261,0.5599267399267399,0.5094518095249108,0.4737973244688309
137,lick_or_not,0.5379310344827586,0.503448275862069,0.5644025368041318,0.557069597069597,0.48007562941361287,0.430290611416547
138,context,0.31896551724137934,0.19310344827586207,0.5492444116472553,0.4860857908935712,0.2314166756480799,0.12516591585320377
138,water,0.5327586206896552,0.496551724137931,0.5699970981258139,0.5866300366300367,0.5218943265388643,0.4830177719806719
138,lick_or_not,0.5362068965517242,0.5310344827586206,0.5782006786449588,0.5952014652014652,0.520450486319819,0.5143563269227837
139,context,0.27241379310344827,0.19999999999999998,0.5457602914610369,0.5414387789301977,0.21926918138016321,0.15330370582861988
139,water,0.5137931034482758,0.46896551724137936,0.5195727167204576,0.43687728937728937,0.47145440093482877,0.42508270889530253
139,lick_or_not,0.4999999999999999,0.45517241379310347,0.5142729882405686,0.4387820512820513,0.40780611848775444,0.3422998638451026
140,context,0.31551724137931036,0.2827586206896552,0.5696962610975437,0.5482923646401907,0.25960707211690714,0.2220809993902395
140,water,0.5724137931034482,0.5586206896551724,0.562136204065455,0.5556043956043956,0.5579286809882809,0.5310442203609707
140,lick_or_not,0.5896551724137931,0.5793103448275861,0.56541371567131,0.5594139194139194,0.5722823763477266,0.552501493407729
141,context,0.31034482758620685,0.23448275862068962,0.5611097604048277,0.5688002185965573,0.23329226571812955,0.16034876334726408
141,water,0.5655172413793104,0.5655172413793104,0.5953910452409263,0.5990842490842491,0.5587888116375407,0.5568043478098768
141,lick_or_not,0.5620689655172414,0.5724137931034482,0.5817080009320141,0.5857509157509158,0.5587855131512559,0.5645650612240942
142,context,0.35344827586206895,0.2896551724137931,0.5971137911531936,0.5791387460746729,0.2706984295100058,0.2035522702107057
142,water,0.5224137931034483,0.5379310344827586,0.6389230507898759,0.630467032967033,0.48102498496530693,0.4867281219513524
142,lick_or_not,0.5551724137931033,0.5724137931034483,0.6258913093208849,0.6190384615384615,0.5028273795955279,0.5029195813813769
143,context,0.33103448275862074,0.26206896551724135,0.5483052308245335,0.5643232240680753,0.2713362958049239,0.2131364904978655
143,water,0.5482758620689655,0.5586206896551724,0.4915597219862975,0.487518315018315,0.5079795029974571,0.5167583533143478
143,lick_or_not,0.5206896551724138,0.5310344827586208,0.4932229730900338,0.48847069597069587,0.49489062547186713,0.502276966369205
144,context,0.28965517241379307,0.21379310344827585,0.5466889512942561,0.49193185945760315,0.20960205035888038,0.15407746171123105
144,water,0.5103448275862069,0.44827586206896547,0.5236624483324841,0.4037820512820513,0.4708408166401254,0.4077614148136951
144,lick_or_not,0.5206896551724137,0.45517241379310347,0.5237860921272729,0.39711538461538465,0.4791823835716028,0.42359507988818335
145,context,0.31724137931034485,0.25517241379310346,0.575392613303556,0.5913507500635646,0.24911063678264234,0.1918345436398175
145,water,0.6017241379310344,0.5793103448275863,0.6556890181756413,0.6649358974358975,0.5770548230295073,0.5598482961352609
145,lick_or_not,0.6,0.5862068965517242,0.6613336077047454,0.6696978021978023,0.5861250896716006,0.5743111806512317
146,context,0.2655172413793103,0.17241379310344826,0.5180680804748162,0.44097150237253213,0.17372655603558868,0.11434497657781525
146,water,0.503448275862069,0.46896551724137936,0.4435574146424325,0.39679487179487183,0.45662530001469637,0.4153893182840552
146,lick_or_not,0.4793103448275863,0.4275862068965518,0.4448167846004096,0.4006043956043956,0.44383939368086694,0.3890367537874745
147,context,0.28103448275862064,0.2137931034482759,0.5409543940018468,0.47552865777751363,0.2065668297795566,0.1581995115254292
147,water,0.5344827586206897,0.48275862068965514,0.5415029584961214,0.5450457875457875,0.4881799070023075,0.43377381738701076
147,lick_or_not,0.5379310344827586,0.44827586206896547,0.5312787298866486,0.47971611721611723,0.47835249140504243,0.37345236122748526
148,context,0.38275862068965516,0.31724137931034485,0.6418538507529968,0.6119461029054852,0.3382593902974489,0.27769732177857837
148,water,0.5810344827586207,0.5862068965517241,0.6227434035445333,0.6144047619047618,0.5749523896803594,0.5755388462846792
148,lick_or_not,0.5810344827586207,0.5724137931034482,0.609242498010277,0.6010714285714285,0.5768312880496516,0.5655567456721681
149,context,0.33275862068965517,0.2482758620689655,0.6199252461691545,0.6239212342450328,0.2849756667963437,0.21134604022832323
149,water,0.6551724137931035,0.6413793103448275,0.6737681190193081,0.6916208791208791,0.6474143531930326,0.6257228006917204
149,lick_or_not,0.6482758620689655,0.6344827586206897,0.6778672961651999,0.6916208791208791,0.6421352711632905,0.6199840422782581
150,context,0.3517241379310345,0.3103448275862069,0.6095780537095971,0.5766459569543093,0.2959696144034947,0.25815131395341295
150,water,0.6396551724137931,0.6275862068965518,0.6871486608912292,0.6772435897435898,0.6385779080520109,0.6239688041284017
150,lick_or_not,0.6293103448275861,0.6137931034482758,0.6804831942206633,0.6677197802197802,0.6273508040690784,0.6092070630724692
151,context,0.3982758620689655,0.32413793103448274,0.6258634441745401,0.6278282365994037,0.33932354840286605,0.26802810181665887
151,water,0.6431034482758621,0.6482758620689655,0.6484357482588755,0.6457692307692308,0.6328895730314791,0.6302092784903912
151,lick_or_not,0.6568965517241379,0.6413793103448275,0.661335039668944,0.6581501831501831,0.6456285884546473,0.6222442737756644
152,context,0.2724137931034483,0.17241379310344826,0.5246288436216201,0.4429500298836683,0.19804103372538412,0.11516996579965096
152,water,0.5465517241379312,0.5241379310344827,0.560425372289225,0.5589652014652015,0.49659205791636724,0.46827406428666174
152,lick_or_not,0.5224137931034483,0.47586206896551725,0.5684472169157047,0.5675366300366301,0.4506368123845236,0.39519061016632934
153,context,0.33448275862068966,0.2896551724137931,0.5956767648001839,0.5822629399585922,0.28008798079616243,0.233271950177321
153,water,0.5241379310344827,0.5241379310344827,0.5517361700922938,0.5715750915750917,0.5138347782186435,0.5086320803562183
153,lick_or_not,0.5224137931034483,0.496551724137931,0.5391873797636233,0.5591941391941393,0.5150767919924637,0.48732361841057487
154,context,0.30172413793103453,0.14482758620689656,0.5266650559836329,0.48232288643215415,0.23284795435742883,0.0932162988360696
154,water,0.4844827586206897,0.46896551724137936,0.4770768925881887,0.4036538461538461,0.4370866076125336,0.40230391306616353
154,lick_or_not,0.4724137931034482,0.4413793103448276,0.48121026078366275,0.4141300366300366,0.45641308970648503,0.41508077934013576
155,context,0.3448275862068966,0.27586206896551724,0.6490815071450544,0.626589513143861,0.28117528249234414,0.21225317936751695
155,water,0.5982758620689655,0.5862068965517242,0.6302302389445671,0.6403113553113553,0.594787102624524,0.5816029773131868
155,lick_or_not,0.5896551724137932,0.5793103448275861,0.6232722644798983,0.6345970695970696,0.5835060342656005,0.5713863769036183
156,context,0.3137931034482758,0.23448275862068962,0.5668424784015716,0.5506789660250758,0.23678652926837035,0.18007612945196783
156,water,0.5827586206896551,0.5655172413793104,0.5670132636883528,0.5536263736263736,0.570681237833503,0.5426228404302426
156,lick_or_not,0.5724137931034482,0.5931034482758621,0.5576827531049757,0.546959706959707,0.5604911897130318,0.5720310882212997
157,context,0.29655172413793107,0.2,0.5288656609922867,0.5206565417166105,0.22008451193907125,0.12805501676004505
157,water,0.5724137931034483,0.5655172413793104,0.5427014325349641,0.5408241758241757,0.5668390471217276,0.5534470107492421
157,lick_or_not,0.5655172413793104,0.5586206896551724,0.5407946800231801,0.5389194139194139,0.563022188023605,0.5562078624553269
158,context,0.33448275862068966,0.3310344827586207,0.5881262239359141,0.6122035011771854,0.2668375282047784,0.26496928921878216
158,water,0.5689655172413793,0.5448275862068966,0.608232475511013,0.6221153846153846,0.5566919101018731,0.5194859737963187
158,lick_or_not,0.5655172413793104,0.5724137931034483,0.61500960123156,0.6278296703296704,0.5502151788615329,0.5447254467197078
159,context,0.35,0.29655172413793107,0.5992236252760639,0.6047418843551566,0.29481614846757653,0.2357393264152238
159,water,0.6224137931034484,0.6275862068965518,0.633978115621992,0.634606227106227,0.6086746325586396,0.608576245643073
159,lick_or_not,0.6344827586206897,0.6344827586206897,0.644684884786989,0.6460347985347985,0.6178627218398741,0.6094404661208334
160,context,0.33275862068965517,0.23448275862068968,0.5671987077265463,0.5538240784768245,0.2541902739893665,0.1650083183516467
160,water,0.5189655172413793,0.5241379310344827,0.5050586037030745,0.5008516483516483,0.5023748085886741,0.5006012290480413
160,lick_or_not,0.5206896551724138,0.5172413793103449,0.5117167376814838,0.5103754578754579,0.4781744366949443,0.4675148734240107
161,context,0.3741379310344828,0.31724137931034485,0.6255422216516997,0.6234463241436925,0.31018140345793094,0.24290696457025054
161,water,0.5931034482758621,0.5793103448275863,0.6171519166525112,0.6077655677655678,0.5853350127017215,0.5670612412153994
161,lick_or_not,0.5999999999999999,0.6,0.6226793075516135,0.6134798534798535,0.5892635785346443,0.5847771583206807
162,context,0.34655172413793106,0.30344827586206896,0.614318820304252,0.615376657222767,0.2722548352556964,0.20800694963740485
162,water,0.6379310344827586,0.6551724137931034,0.6528409348281523,0.6475915750915751,0.6253511882788463,0.6345589023961413
162,lick_or_not,0.6379310344827586,0.6551724137931034,0.6613947402010336,0.6561630036630037,0.6286946718642045,0.6376138026280015
163,context,0.3258620689655173,0.23448275862068968,0.5572174640609864,0.48719448654574504,0.25667979050974,0.1833623105393103
163,water,0.5793103448275861,0.5655172413793104,0.5912156729517015,0.5842216117216117,0.5714342454096857,0.5508491609810069
163,lick_or_not,0.5844827586206897,0.5448275862068965,0.5811709436431927,0.5746978021978022,0.5677977815180782,0.528092827537735
164,context,0.27413793103448275,0.14482758620689656,0.5340000571798661,0.47009057475705074,0.19945173630927296,0.08042397764507299
164,water,0.5241379310344828,0.46896551724137936,0.5438456202933016,0.4958424908424909,0.5024180001599363,0.44645172327591176
164,lick_or_not,0.536206896551724,0.496551724137931,0.5457893534699322,0.5006043956043957,0.4873281190499874,0.44939970365164744
165,context,0.31724137931034485,0.2689655172413793,0.5623704380342162,0.5209633941573302,0.26274476683513914,0.23279727019607083
165,water,0.5775862068965517,0.5517241379310345,0.5777929477379538,0.5798351648351648,0.5428234754555608,0.5117279106626539
165,lick_or_not,0.5844827586206895,0.5655172413793104,0.5914604903398988,0.5931684981684981,0.5449301995764355,0.5250264347360536
166,context,0.3293103448275862,0.31034482758620696,0.5884146971429493,0.586703458250369,0.27229033962546667,0.24149314645325154
166,water,0.5310344827586208,0.46206896551724147,0.5485330672102372,0.45413003663003665,0.5245949194239135,0.4503473893551758
166,lick_or_not,0.5206896551724138,0.496551724137931,0.5519746255943978,0.46174908424908423,0.47155399871689924,0.43495653997632744
167,context,0.2706896551724138,0.2482758620689655,0.5474052252742,0.5616607229536291,0.2117342305844064,0.19004175077756943
167,water,0.5775862068965518,0.5655172413793104,0.5751636373931263,0.5697161172161173,0.570589004762183,0.5554079237221498
167,lick_or_not,0.5844827586206895,0.5655172413793104,0.5793301448263841,0.576382783882784,0.575381088153015,0.5490879971007013
168,context,0.3,0.23448275862068968,0.560825476809819,0.5199244818237954,0.22174297907950455,0.16142133622290603
168,water,0.5741379310344827,0.5655172413793104,0.5852044759639885,0.6053205128205128,0.5684998123510654,0.5569844270177974
168,lick_or_not,0.5655172413793104,0.5655172413793104,0.5728480495056542,0.5929395604395605,0.557741068596171,0.5526462754393788
169,context,0.41034482758620694,0.3586206896551724,0.6989734147899147,0.7000272139505549,0.35561814692850896,0.2973831622513164
169,water,0.7465517241379309,0.7379310344827585,0.7947235434007134,0.8118772893772894,0.7451354000316882,0.7341184117246409
169,lick_or_not,0.7448275862068966,0.7310344827586206,0.7860367403120551,0.8042582417582418,0.7438333052163683,0.7269262390635897
170,context,0.4637931034482759,0.4206896551724138,0.7301100650043806,0.7324640298044189,0.4155102234752892,0.35454081778773927
170,water,0.703448275862069,0.710344827586207,0.7782523639658004,0.7851648351648352,0.6935169615296981,0.6945617693220981
170,lick_or_not,0.7155172413793103,0.7172413793103448,0.7856218773015289,0.7918315018315019,0.7053698266351758,0.7016144461922191
171,context,0.30689655172413793,0.18620689655172415,0.5571045862649138,0.5415777396389525,0.23215795617679946,0.1363986358469117
171,water,0.5224137931034483,0.47586206896551725,0.547156800294434,0.4859065934065934,0.49588169498266943,0.43196769071537566
171,lick_or_not,0.5155172413793103,0.4344827586206897,0.5306284236761314,0.42019230769230764,0.46693360839243436,0.3782980470114493
172,context,0.28103448275862064,0.21379310344827585,0.5381588898148493,0.47709563434277397,0.23194348921021707,0.17500595257401064
172,water,0.5189655172413794,0.4344827586206897,0.5229032189570239,0.4043040293040293,0.503389101354921,0.4175054323143703
172,lick_or_not,0.5362068965517242,0.4275862068965518,0.5231339827025796,0.4043040293040293,0.5086289317702988,0.3964789271417536
173,context,0.28793103448275864,0.26206896551724135,0.580118213236311,0.5591590190892249,0.20941198750607967,0.18391392539024604
173,water,0.5775862068965518,0.5931034482758621,0.6287445501387237,0.62507326007326,0.5685552883264385,0.5816490498248006
173,lick_or_not,0.5568965517241379,0.5586206896551724,0.6181012826509935,0.6145970695970696,0.5396837871069338,0.5411383817103899
174,context,0.32068965517241377,0.24137931034482757,0.5596481038135127,0.5353718213517984,0.25726627090507986,0.18210847681876874
174,water,0.5810344827586207,0.6068965517241379,0.5975857822320367,0.5944871794871796,0.5669773832039052,0.5905633240938823
174,lick_or_not,0.5672413793103448,0.5655172413793104,0.5992492795098652,0.5982967032967034,0.5596041052620424,0.5515183268047562
175,context,0.3137931034482759,0.2689655172413793,0.5717644449865311,0.5456496833321777,0.243822812872315,0.20819557920007692
175,water,0.5551724137931034,0.5448275862068965,0.5642217314987826,0.5630769230769231,0.5330309930404874,0.5249121406448818
175,lick_or_not,0.5379310344827586,0.5310344827586206,0.5516764234696457,0.5506959706959706,0.5244795445906631,0.5167973247080753
176,context,0.32068965517241377,0.27586206896551724,0.5694651225681658,0.5640989760303261,0.25308389930936287,0.21207791907073847
176,water,0.5086206896551724,0.5103448275862069,0.49702734839476814,0.49234432234432235,0.45494483587581397,0.4453851489610134
176,lick_or_not,0.5017241379310345,0.48965517241379314,0.49078237573821293,0.4894871794871795,0.4350322035762817,0.4162691534107051
177,context,0.3,0.20689655172413796,0.5737796510467641,0.5723237672574057,0.21405253537830612,0.12945792394068256
177,water,0.5206896551724138,0.46206896551724136,0.513552743332767,0.4630219780219781,0.4852131202825226,0.418860314518292
177,lick_or_not,0.5155172413793103,0.4275862068965518,0.5067190058420603,0.44968864468864467,0.45060674804684364,0.3570626530998188
178,context,0.2793103448275862,0.2689655172413793,0.5593063176457564,0.5310241752272644,0.21773299142662386,0.19280453413313453
178,water,0.5051724137931035,0.5310344827586206,0.5045187135496291,0.4838003663003663,0.49005631879691014,0.5123438435961122
178,lick_or_not,0.5103448275862068,0.5103448275862068,0.5009520617279105,0.4838003663003663,0.504381196544172,0.5014884446475103
179,context,0.29999999999999993,0.24137931034482757,0.605204281428727,0.6039106115090097,0.2351059086944723,0.1659661840943955
179,water,0.5482758620689655,0.5517241379310345,0.5327639289960932,0.5277655677655678,0.5026827079500602,0.5059170452995778
179,lick_or_not,0.5327586206896552,0.48275862068965525,0.5178397105240174,0.4855677655677656,0.46241996579177186,0.4078493574729703
180,context,0.28965517241379307,0.24137931034482757,0.5482797488631352,0.5508677812779644,0.19659146679868306,0.15511336683750476
180,water,0.5258620689655173,0.5172413793103449,0.48031453485080117,0.48476190476190484,0.46828372219049524,0.44562280263377085
180,lick_or_not,0.5172413793103449,0.503448275862069,0.48697812418347103,0.49142857142857144,0.45468211511427203,0.43766391224434037
181,context,0.2862068965517241,0.22758620689655173,0.5241035948716097,0.500788790982727,0.20964355687414232,0.16579564524350748
181,water,0.5137931034482759,0.4344827586206897,0.517125162788064,0.4168498168498168,0.49157913911567286,0.3994267619418371
181,lick_or_not,0.5172413793103449,0.46896551724137936,0.5169489934352397,0.42732600732600734,0.46540224675491243,0.41340846481183285
182,context,0.2844827586206896,0.2137931034482759,0.5562907847783912,0.4935089617984354,0.20506365184406777,0.13872110400305127
182,water,0.5448275862068966,0.5448275862068965,0.5679148264537682,0.5848626373626373,0.5324586055779206,0.5169263008201699
182,lick_or_not,0.5275862068965517,0.5379310344827586,0.5745730536866359,0.5886721611721611,0.48928264738952676,0.49117981209259104
183,context,0.2844827586206896,0.27586206896551724,0.55253568897347,0.5385946206094948,0.2268371929562329,0.21862880610389207
183,water,0.539655172413793,0.5379310344827587,0.5668431855500821,0.5705311355311355,0.5188449028902824,0.5047598296102482
183,lick_or_not,0.539655172413793,0.5586206896551723,0.5632146075905416,0.5695787545787546,0.5085251538869329,0.5090137517733588
184,context,0.28793103448275864,0.26206896551724135,0.539526856563705,0.5226505814932588,0.23700438641807828,0.2120152110141945
184,water,0.5741379310344827,0.5655172413793104,0.5550655398901535,0.5419139194139195,0.5496313279485028,0.5398492036241582
184,lick_or_not,0.5568965517241379,0.5379310344827586,0.550190009274178,0.5352472527472528,0.5387707531464191,0.5175185128633404
185,context,0.3706896551724138,0.32413793103448274,0.6420932298740193,0.6063849833741137,0.321774619697692,0.26956723351578393
185,water,0.6879310344827585,0.6827586206896552,0.7258565483268218,0.7260347985347986,0.6776842897572278,0.6735125141381704
185,lick_or_not,0.6913793103448276,0.689655172413793,0.7334660463609899,0.7336538461538462,0.6832403829569402,0.6805983829684611
186,context,0.36206896551724144,0.25517241379310346,0.5953010281043937,0.6092453284066556,0.297893436608155,0.21257653002505653
186,water,0.6206896551724138,0.6068965517241379,0.6183987316686486,0.6164285714285714,0.612344340505055,0.5987324439454584
186,lick_or_not,0.6051724137931035,0.5999999999999999,0.6186357058328322,0.6202380952380953,0.6002095117065117,0.592831794891765
187,context,0.2862068965517241,0.16551724137931034,0.5587930800059647,0.5324158799502049,0.2049404783893003,0.08718964272652945
187,water,0.5155172413793103,0.4896551724137931,0.537400062284129,0.5363827838827839,0.46409090840045575,0.4362215452470325
187,lick_or_not,0.5241379310344827,0.5172413793103449,0.5472774294510131,0.5459065934065934,0.49899422481030903,0.49210540816734627
188,context,0.2689655172413793,0.19310344827586207,0.49874796363719226,0.5168895459993859,0.16657742656307914,0.09562096702592679
188,water,0.5120689655172415,0.48275862068965514,0.4955407394824755,0.4712545787545788,0.446453169150836,0.40068859150528835
188,lick_or_not,0.5,0.48275862068965514,0.5021425189770614,0.4845879120879121,0.4489805882782802,0.41611386504024395
189,context,0.2689655172413793,0.15172413793103448,0.5103973149278546,0.46558385175719275,0.18037936143465044,0.07748767222095074
189,water,0.5137931034482759,0.5241379310344827,0.4739556084026953,0.488434065934066,0.4591868884873803,0.46936720862626335
189,lick_or_not,0.5,0.496551724137931,0.4797804533704725,0.49319597069597076,0.4706510231972213,0.45284306537301094
190,context,0.3275862068965517,0.2482758620689655,0.5852649588073595,0.5451929510865438,0.28834180451862884,0.20701285583726717
190,water,0.5689655172413793,0.5724137931034483,0.5810536634392164,0.5953937728937728,0.557286955290275,0.5617736955622188
190,lick_or_not,0.5775862068965517,0.6,0.5894379204626977,0.6011080586080586,0.5604878958094902,0.5868995681102128
191,context,0.2862068965517241,0.23448275862068968,0.570610649073678,0.5917417770381157,0.23609781729579532,0.19490593839691733
191,water,0.45,0.4482758620689656,0.4318518911726402,0.43979853479853476,0.40196954158809095,0.39225430422128127
191,lick_or_not,0.49827586206896546,0.47586206896551725,0.4399370748966776,0.4493223443223443,0.3699169790965929,0.35261395150218106
192,context,0.2672413793103448,0.19310344827586207,0.5239111477621746,0.4953629222925562,0.21086595976483652,0.13595679386348758
192,water,0.5189655172413794,0.4413793103448276,0.5091505294150954,0.4726098901098901,0.4762262402530085,0.39336079632225673
192,lick_or_not,0.5172413793103448,0.46896551724137936,0.5062444776565853,0.46975274725274724,0.4831028338124484,0.4185503300981089
193,context,0.2689655172413793,0.15862068965517243,0.5153931270705884,0.4411924318371686,0.18029050594891904,0.09205176827868707
193,water,0.5120689655172413,0.4275862068965518,0.5307551950625673,0.4245695970695971,0.46047466648634144,0.3645985838249706
193,lick_or_not,0.4896551724137931,0.4275862068965517,0.5303266504801678,0.4312362637362638,0.4345457791082801,0.3615133781932377
194,context,0.4241379310344827,0.3517241379310345,0.6605116173663027,0.6466844466238059,0.39767427890477014,0.3350396194081472
194,water,0.6293103448275862,0.6275862068965516,0.6965417445218278,0.6850824175824176,0.6190152764098069,0.6174067474989073
194,lick_or_not,0.6379310344827587,0.6344827586206896,0.6999892867863646,0.6888919413919414,0.6264786082246807,0.6228385745424285
195,context,0.3293103448275862,0.2827586206896552,0.6465418655252106,0.6401530712486091,0.2701759993536186,0.23210934943613495
195,water,0.6706896551724137,0.6482758620689655,0.7162785940773457,0.7101007326007326,0.6666585640489504,0.6380535282793831
195,lick_or_not,0.6655172413793103,0.6620689655172414,0.728768425931917,0.721529304029304,0.6599308808382229,0.651996599103046
196,context,0.2793103448275862,0.24137931034482757,0.5433705017695025,0.5577568559078856,0.20006633320989692,0.1501576318068072
196,water,0.506896551724138,0.46206896551724136,0.5162967130966537,0.45700549450549455,0.4883001885674824,0.4389067449756038
196,lick_or_not,0.5137931034482758,0.48965517241379314,0.5203969687616127,0.5236721611721612,0.46247812193913695,0.4299214817817359
197,context,0.39827586206896554,0.37241379310344824,0.6744885365379784,0.6709770481870023,0.3459307643036203,0.3270334057142511
197,water,0.6275862068965518,0.6275862068965518,0.6395667006398279,0.6413003663003665,0.6160133335029269,0.6122159118862973
197,lick_or_not,0.6241379310344828,0.6344827586206897,0.6260684485958442,0.6279670329670332,0.6172106510285906,0.6243604453882541
198,context,0.3206896551724138,0.2827586206896552,0.5939888536136506,0.5602629729792202,0.24377290948610097,0.20578640899330553
198,water,0.5379310344827586,0.5448275862068965,0.5711247239680652,0.573397435897436,0.5285034273297272,0.5285620305904282
198,lick_or_not,0.5482758620689655,0.5379310344827587,0.5749291177721607,0.5800641025641026,0.53984634189559,0.5237913886879404
199,context,0.33275862068965517,0.2896551724137931,0.5768646393993336,0.5491622485066421,0.25322587732880636,0.21202619782741486
199,water,0.6344827586206897,0.6482758620689655,0.6250059453032104,0.6248260073260073,0.6260661131443984,0.6334195799986434
199,lick_or_not,0.65,0.6551724137931034,0.6284493807727161,0.6257783882783883,0.6391901331599854,0.6407378700755542
200,context,0.32068965517241377,0.25517241379310346,0.5941484167795691,0.5807817807034054,0.2608501056532262,0.19336475844002263
200,water,0.5948275862068966,0.5931034482758621,0.6345779542494763,0.6353846153846153,0.5913090215622191,0.5851890570551828
200,lick_or_not,0.5879310344827586,0.5862068965517241,0.6352295191110648,0.6344322344322344,0.5822012350494201,0.5724120765614724
201,context,0.28448275862068967,0.22758620689655168,0.549774756957256,0.527762376956885,0.20836047245757042,0.16678630890818918
201,water,0.5327586206896552,0.5103448275862068,0.5519107072079724,0.5459432234432234,0.5094142560897595,0.49185548662714257
201,lick_or_not,0.5206896551724138,0.49655172413793097,0.5388291058568043,0.533562271062271,0.47660654723084434,0.46258923024829934
202,context,0.2896551724137931,0.23448275862068968,0.5329294191350276,0.5009987749347017,0.2168248689839245,0.16740780164918095
202,water,0.5051724137931035,0.5379310344827586,0.5152905413057017,0.5045970695970696,0.49464371074766317,0.5122908499186744
202,lick_or_not,0.503448275862069,0.5241379310344827,0.5067813228025626,0.496978021978022,0.4972441906309378,0.5099345638548675
203,context,0.34827586206896555,0.3172413793103448,0.6052482322799737,0.591982510624387,0.30696906111611233,0.2697762965004344
203,water,0.5224137931034484,0.5172413793103449,0.5211072419455297,0.5153663003663004,0.45486299686525405,0.4422895966201379
203,lick_or_not,0.4913793103448275,0.48965517241379314,0.5178379603455524,0.5144139194139195,0.44957243247669715,0.42461809127949746
